,question_id,image,question,gt_ans,pred_ans,full_answer,judge,image_id,cluster_id,vqa_acc,pred_ans_CLUSTER,cluster_id_CLUSTER,vqa_acc_CLUSTER
2688,20308832,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n278312.jpg,On which side is the toaster?,right,left side,The toaster is on the right of the image.,0,n278312.jpg,0,0,left side,0,0
2689,20412279,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n531359.jpg,What is the color of the flower?,pink,pink,The flower is pink.,1,n531359.jpg,0,1,pink,0,1
2690,20456355,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65885.jpg,What's mounted on the wall?,shelves,clock,The shelves are mounted on the wall.,0,n65885.jpg,0,0,clock,0,0
2691,20456354,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65885.jpg,What is mounted on the wall?,shelves,clock,The shelves are mounted on the wall.,0,n65885.jpg,0,0,clock,0,0
2692,20456357,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65885.jpg,Which kind of furniture is mounted on the wall?,shelves,shelves,The pieces of furniture are shelves.,1,n65885.jpg,0,1,desk,0,0
2693,20456356,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65885.jpg,What are the pieces of furniture that are mounted on the beige wall?,shelves,shelves,The pieces of furniture are shelves.,1,n65885.jpg,0,1,shelves,0,1
2694,201996826,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n250715.jpg,Which kind of clothing is gray?,sweater,uniform,The clothing is a sweater.,0,n250715.jpg,0,0,uniform,0,0
2695,20442346,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n207708.jpg,Are there bookcases in the image?,yes,yes,"Yes, there is a bookcase.",1,n207708.jpg,0,1,yes,0,1
2696,201185319,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n95904.jpg,Do the pants look dark and long?,yes,yes,"Yes, the pants are dark and long.",1,n95904.jpg,0,1,yes,0,1
2697,20783245,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n355339.jpg,Which kind of device is the screen in front of?,laptop,laptop,The screen is in front of the laptop.,1,n355339.jpg,0,1,laptop,0,1
2698,20783242,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n355339.jpg,What is the screen in front of?,laptop,wine glass,The screen is in front of the laptop.,0,n355339.jpg,0,0,a man,0,0
2699,20862765,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n94074.jpg,Does the necktie have a different color than the suit?,no,yes,"No, both the necktie and the suit are black.",0,n94074.jpg,0,0,yes,0,0
2700,20518467,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n141939.jpg,Which type of material is the counter top that looks brown made of?,wood,wood,The countertop is made of wood.,1,n141939.jpg,0,1,wood,0,1
2701,201822336,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n417401.jpg,Is the sink in front of a mirror?,no,yes,"No, the sink is in front of a toilet.",0,n417401.jpg,0,0,yes,0,0
2702,20785779,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n12404.jpg,Are both the machine and the container made of the same material?,yes,no,"Yes, both the machine and the container are made of metal.",0,n12404.jpg,0,0,no,0,0
2703,20258700,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n204894.jpg,Is the white chair to the right or to the left of the device the person is talking on?,left,to the right,The chair is to the left of the telephone.,0,n204894.jpg,0,0,to the right,0,0
2704,201880509,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n95369.jpg,Does the ring that looks round look gold?,no,yes,"No, the ring is silver.",0,n95369.jpg,0,0,yes,0,0
2705,20827685,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n283587.jpg,What item of furniture is the coffee table in front of?,sofa,sofa,The coffee table is in front of the sofa.,1,n283587.jpg,0,1,sofa,0,1
2706,20827681,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n283587.jpg,Which kind of furniture is in front of the sofa?,coffee table,bar,The piece of furniture is a coffee table.,0,n283587.jpg,0,0,bar,0,0
2707,2017261,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n324908.jpg,Is the shirt black and white or colorful?,colorful,black and white,The shirt is colorful.,0,n324908.jpg,0,0,black and white,0,0
2708,202246783,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n310828.jpg,Does the shirt look sleeveless?,no,no,"No, the shirt is long sleeved.",1,n310828.jpg,0,1,no,0,1
2709,201669557,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n238266.jpg,What is the item of furniture that the cookies are on?,table,table,The piece of furniture is a table.,1,n238266.jpg,0,1,table,0,1
2710,20827539,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n283587.jpg,What are the pieces of furniture in front of the staircase?,chairs,bar stools,The pieces of furniture are chairs.,0,n283587.jpg,0,0,stools,0,0
2711,20827538,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n283587.jpg,"How do the chairs look, black or silver?",black,black,The chairs are black.,1,n283587.jpg,0,1,black,0,1
2712,201247267,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n83784.jpg,Is the rug on top of the carpet striped and beige?,yes,yes,"Yes, the rug is striped and beige.",1,n83784.jpg,0,1,no,0,0
2713,202218726,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n578564.jpg,On which side of the picture is the chalkboard?,left,left side,The chalkboard is on the left of the image.,0,n578564.jpg,0,1,left side,0,1
2714,20349930,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n468864.jpg,Is the hair long and straight?,yes,yes,"Yes, the hair is long and straight.",1,n468864.jpg,0,1,yes,0,1
2715,201640398,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n235859.jpg,Does the glass that is standing look large and dirty?,no,no,"No, the glass is large but clean.",1,n235859.jpg,0,1,no,0,1
2716,20856725,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n293477.jpg,What is the wallet that is made of leather lying on top of?,bed,purse,The wallet is lying on top of the bed.,0,n293477.jpg,0,0,purse,0,0
2717,20856726,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n293477.jpg,What is the wallet lying on top of?,bed,purse,The wallet is lying on top of the bed.,0,n293477.jpg,0,0,purse,0,0
2718,202120307,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500308.jpg,What is in front of the window?,sign,refrigerator,The sign is in front of the window.,0,n500308.jpg,0,0,refrigerator,0,0
2719,202120306,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500308.jpg,What is in front of the glass window near the freezer?,sign,a clock,The sign is in front of the window.,0,n500308.jpg,0,0,a clock,0,0
2720,202023456,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n95313.jpg,Which kind of furniture is before the closet?,bed,bed,The piece of furniture is a bed.,1,n95313.jpg,0,1,bed,0,1
2721,20241020,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n166008.jpg,What is the person in front of the kitchen doing?,eating,eating,The man is eating.,1,n166008.jpg,0,1,eating,0,1
2722,201143171,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n276011.jpg,What pieces of furniture are made of wood?,chairs,chairs,The pieces of furniture are chairs.,1,n276011.jpg,0,1,chairs,0,1
2723,201143176,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n276011.jpg,What kind of furniture is light brown?,chairs,chairs,The furniture is chairs.,1,n276011.jpg,0,1,chairs,0,1
2724,201143177,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n276011.jpg,What are the hard pieces of furniture called?,chairs,chairs,The pieces of furniture are chairs.,1,n276011.jpg,0,1,chairs,0,1
2725,201410987,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n415215.jpg,Does the person near the toilet look Caucasian and male?,no,no,"No, the person is Caucasian but female.",1,n415215.jpg,0,1,no,0,1
2726,20285458,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n192021.jpg,What is on the ceiling?,fan,fan,The fan is on the ceiling.,1,n192021.jpg,0,1,fan,0,1
2727,20285459,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n192021.jpg,What's on the ceiling?,fan,fan,The fan is on the ceiling.,1,n192021.jpg,0,1,fan,0,1
2728,202246122,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n310828.jpg,Does the mousepad seem to be large or small?,small,small,The mousepad is small.,1,n310828.jpg,0,1,small,0,1
2729,202003910,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n262920.jpg,How large is the window?,small,large,The window is small.,0,n262920.jpg,0,0,large,2,0
2730,20285451,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n192021.jpg,What is the fan on the ceiling made of?,wood,plastic,The fan is made of wood.,0,n192021.jpg,0,0,plastic,0,0
2731,201047424,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n234683.jpg,"Which type of clothing is not ugly, the suit or the dress shirt?",suit,the suit,The suit is not ugly.,0,n234683.jpg,0,1,the suit,0,1
2732,2072906,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n498140.jpg,Are there windows or doors that are made of wood?,no,no,"No, there is a window but it is made of glass.",1,n498140.jpg,0,1,no,0,1
2733,20645735,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n98544.jpg,Is the small heater clean or dirty?,clean,clean,The heater is clean.,1,n98544.jpg,0,1,clean,0,1
2734,201675989,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n233607.jpg,Do the rug and the window have a different colors?,yes,yes,"Yes, the rug is red and the window is white.",1,n233607.jpg,0,1,yes,0,1
2735,201711244,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n302387.jpg,Do you see instruments near the cardboard container?,yes,yes,"Yes, there is an instrument near the box.",1,n302387.jpg,0,1,yes,0,1
2736,20308223,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n278312.jpg,What pieces of furniture are this?,cabinets,kitchen cabinets,These are cabinets.,0,n278312.jpg,0,1,cabinets,0,1
2737,20308222,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n278312.jpg,What kind of furniture is it?,cabinets,kitchen,The pieces of furniture are cabinets.,0,n278312.jpg,0,0,kitchen,0,0
2738,20308226,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n278312.jpg,Which kind of furniture is made of glass?,cabinets,table,The furniture is cabinets.,0,n278312.jpg,0,0,table,0,0
2739,20205073,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n532191.jpg,Is the black bag on the left or on the right?,right,on the right,The backpack is on the right of the image.,0,n532191.jpg,0,1,right,0,1
2740,202060062,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n14087.jpg,Is the comfortable couch on the left?,no,yes,"No, the couch is on the right of the image.",0,n14087.jpg,0,0,yes,0,0
2741,202262343,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n28572.jpg,That glass is in front of what?,menu,flowers,The glass is in front of the menu.,0,n28572.jpg,0,0,flowers,0,0
2742,201663309,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n35676.jpg,On which side is the oven?,left,left,The oven is on the left of the image.,1,n35676.jpg,0,1,left,0,1
2743,201763750,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n246334.jpg,What is standing by the doors?,mirror,people,The mirror is standing by the doors.,0,n246334.jpg,0,0,people,2,0
2744,20340856,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n346247.jpg,Is the manhole cover metallic and round?,yes,yes,"Yes, the manhole cover is metallic and round.",1,n346247.jpg,0,1,yes,0,1
2745,201400112,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n344136.jpg,Does the mirror on the wall have silver color and round shape?,no,yes,"No, the mirror is round but brown.",0,n344136.jpg,0,0,yes,0,0
2746,20691608,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n153293.jpg,How clean is that toilet?,clean,clean,The toilet is clean.,1,n153293.jpg,0,1,clean,0,1
2747,202266110,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n534106.jpg,Are the pillows to the left of her square and white?,no,yes,"No, the pillows are square but brown.",0,n534106.jpg,0,0,yes,0,0
2748,202266114,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n534106.jpg,Which shape do you think the pillows that look white and brown are?,square,square,The pillows are square.,1,n534106.jpg,0,1,square,0,1
2749,20441933,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n207708.jpg,Is that table round?,no,yes,"No, the table is rectangular.",0,n207708.jpg,0,0,yes,0,0
2750,2072766,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n498140.jpg,Is the chimney high and clean?,no,yes,"No, the chimney is high but dirty.",0,n498140.jpg,0,0,yes,2,0
2751,2072761,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n498140.jpg,Are there any mirrors or trays?,no,no,"No, there are no trays or mirrors.",1,n498140.jpg,0,1,no,0,1
2752,201467596,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n295771.jpg,Is the window near the plant both large and clear?,yes,yes,"Yes, the window is large and clear.",1,n295771.jpg,0,1,yes,0,1
2753,201549001,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n314171.jpg,"Which material makes up the green balloon, rubber or paper?",rubber,rubber,The balloon is made of rubber.,1,n314171.jpg,0,1,rubber,0,1
2754,201079843,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n23181.jpg,Is any desk observable in this photograph?,yes,no,"Yes, there is a desk.",0,n23181.jpg,0,0,no,0,0
2755,201079847,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n23181.jpg,Are there brown desks or dressers?,yes,no,"Yes, there is a brown desk.",0,n23181.jpg,0,0,no,0,0
2756,20655214,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n199097.jpg,What is the color of the hat?,black,black,The hat is black.,1,n199097.jpg,0,1,black,0,1
2757,20503742,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n324644.jpg,What shape is the sticker that looks purple and white?,rectangular,heart,The sticker is rectangular.,0,n324644.jpg,0,0,heart,0,0
2758,201902951,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n435808.jpg,Which color is the keyboard in the middle of the photo?,black,black,The keyboard is black.,1,n435808.jpg,0,1,black,0,1
2759,20810939,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n167552.jpg,On which side is the red rug?,left,left side,The rug is on the left of the image.,0,n167552.jpg,0,1,left side,0,1
2760,20204655,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n532191.jpg,Are there both a window and a chair in the scene?,yes,yes,"Yes, there are both a window and a chair.",1,n532191.jpg,0,1,yes,0,1
2761,20149672,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65866.jpg,What is under the sink?,pipe,water heater,The pipe is under the sink.,0,n65866.jpg,0,0,water heater,0,0
2762,20330582,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n260521.jpg,Is the book above the bench open and white?,yes,yes,"Yes, the book is open and white.",1,n260521.jpg,0,1,no,0,0
2763,202023284,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n95313.jpg,Are both the closet and the bookshelf behind the bed full?,yes,yes,"Yes, both the closet and the bookshelf are full.",1,n95313.jpg,0,1,yes,0,1
2764,202023280,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n95313.jpg,What kind of furniture is not closed?,chair,bed,The furniture is a chair.,0,n95313.jpg,0,0,bed,0,0
2765,201676008,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n233607.jpg,Which color is the wire shelf?,silver,white,The shelf is silver.,0,n233607.jpg,0,0,white,0,0
2766,20317086,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n350766.jpg,Is the garbage can below a sink?,no,no,"No, the garbage can is below the pepper grinder.",1,n350766.jpg,0,1,no,0,1
2767,202004070,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n262920.jpg,Does the person to the left of the laptops look short and young?,no,yes,"No, the man is young but tall.",0,n262920.jpg,0,0,yes,0,0
2768,201758454,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n4777.jpg,Is there a brown table or couch?,yes,yes,"Yes, there is a brown table.",1,n4777.jpg,0,1,yes,0,1
2769,201498227,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n315887.jpg,On which side is the small coffee cup?,right,left,The coffee cup is on the right of the image.,0,n315887.jpg,0,0,left,0,0
2770,201175686,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n357784.jpg,Is the mirror both small and clean?,no,no,"No, the mirror is clean but large.",1,n357784.jpg,0,1,no,0,1
2771,202003816,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n262920.jpg,Are there rugs on top of the dark floor?,no,no,"No, there is a desk on top of the floor.",1,n262920.jpg,0,1,no,0,1
2772,20783521,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n355339.jpg,Who is the chair in front of?,people,the man,The chair is in front of the people.,0,n355339.jpg,0,0,the man,0,0
2773,202003814,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n262920.jpg,What piece of furniture is on top of the floor?,desk,desk,The piece of furniture is a desk.,1,n262920.jpg,0,1,desk,0,1
2774,201676561,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n233607.jpg,Is the window covered and brown?,no,no,"No, the window is covered but white.",1,n233607.jpg,0,1,no,0,1
2775,201153461,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n160664.jpg,Are the black glasses in the top?,no,no,"No, the glasses are in the bottom of the image.",1,n160664.jpg,0,1,no,0,1
2776,20442155,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n207708.jpg,What is the cabinet made of?,glass,wood,The cabinet is made of glass.,0,n207708.jpg,0,0,wood,0,0
2777,20899580,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n186491.jpg,Is the shape of the table the same as the bowl?,no,no,"No, the bowl is round and the table is square.",1,n186491.jpg,0,1,no,0,1
2778,20492007,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n335542.jpg,Who is looking at the large picture frame?,man,a man,The man is looking at the picture frame.,0,n335542.jpg,0,1,a man,0,1
2779,20385461,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n90294.jpg,Does the book look thick and white?,yes,no,"Yes, the book is thick and white.",0,n90294.jpg,0,0,no,0,0
2780,201637239,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n200692.jpg,What is the size of the appliance the countertop is standing against?,huge,large,The stove is huge.,0,n200692.jpg,0,0,large,0,0
2781,201153465,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n160664.jpg,What type of material are the glasses made of?,glass,plastic,The glasses are made of glass.,0,n160664.jpg,0,0,plastic,0,0
2782,20227110,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n68769.jpg,Is the young woman sitting at a mirror?,no,no,"No, the woman is sitting at a table.",1,n68769.jpg,0,1,no,0,1
2783,201861297,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n390187.jpg,Are there any black coffee tables or mirrors in the photo?,no,no,"No, there is a mirror but it is silver.",1,n390187.jpg,0,1,no,0,1
2784,20717119,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n67005.jpg,What is the white item of furniture called?,bed,bed,The piece of furniture is a bed.,1,n67005.jpg,0,1,bed,0,1
2785,20416605,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n234722.jpg,Does the chair have dark brown color?,yes,yes,"Yes, the chair is dark brown.",1,n234722.jpg,0,1,yes,0,1
2786,201770948,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n310625.jpg,Is the bottle to the left or to the right of the mug that looks red and orange?,right,to the left,The bottle is to the right of the mug.,0,n310625.jpg,0,0,to the left,0,0
2787,20754858,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n566028.jpg,Does the shirt that looks dry have striped pattern and black color?,no,yes,"No, the shirt is striped but blue.",0,n566028.jpg,0,0,yes,0,0
2788,201770946,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n310625.jpg,Is the bottle to the right of a refrigerator?,no,no,"No, the bottle is to the right of the mug.",1,n310625.jpg,0,1,no,0,1
2789,20673101,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n59147.jpg,Is the white thing that is to the right of the toilet resting on the chair?,yes,no,"Yes, the toilet paper is resting on the chair.",0,n59147.jpg,0,0,no,0,0
2790,20248140,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n49310.jpg,Are the trousers red?,yes,no,"Yes, the trousers are red.",0,n49310.jpg,0,0,no,0,0
2791,202225959,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n336443.jpg,Does the glass look clear and full?,no,yes,"No, the glass is clear but empty.",0,n336443.jpg,0,0,yes,0,0
2792,202231536,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n79078.jpg,"Which color are the shorts, orange or white?",orange,white,The shorts are orange.,0,n79078.jpg,0,0,white,0,0
2793,20416746,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n234722.jpg,Is that table smooth and dark brown?,yes,yes,"Yes, the table is smooth and dark brown.",1,n234722.jpg,0,1,yes,0,1
2794,201407060,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n282607.jpg,Does the racket have a different color than the floor?,yes,yes,"Yes, the racket is yellow and the floor is blue.",1,n282607.jpg,0,1,yes,0,1
2795,201756496,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n567860.jpg,What is the name of the animal that has the same color as the door?,kitten,cat,The animal is a kitten.,0,n567860.jpg,0,0,cat,3,0
2796,201185346,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n95904.jpg,What is located on top of the wall?,fence post,fence,The fence post is on top of the wall.,0,n95904.jpg,0,0,fence,2,0
2797,202006199,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n97485.jpg,What are the pieces of furniture underneath the cabinet that is not small?,shelves,stool,The pieces of furniture are shelves.,0,n97485.jpg,0,0,table,0,0
2798,20655181,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n199097.jpg,Is the store that is not antique huge or small?,huge,small,The store is huge.,0,n199097.jpg,0,0,small,0,0
2799,201735551,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n240973.jpg,What kind of furniture is above the empty bowl?,shelves,desk,The pieces of furniture are shelves.,0,n240973.jpg,0,0,desk,0,0
2800,20691479,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n153293.jpg,Which side are the white shelves on?,left,left side,The shelves are on the left of the image.,0,n153293.jpg,0,1,left,0,1
2801,20691471,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n153293.jpg,Are the folded towels sitting inside the shelves next to the wall?,yes,yes,"Yes, the towels are sitting inside the shelves.",1,n153293.jpg,0,1,yes,0,1
2802,20691470,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n153293.jpg,What are the pieces of furniture that the folded towels are sitting inside of?,shelves,cabinets,The pieces of furniture are shelves.,0,n153293.jpg,0,0,cabinets,0,0
2803,20940347,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n240666.jpg,Is the white mat on the left or on the right side of the photo?,right,left,The mat is on the right of the image.,0,n240666.jpg,0,0,left,0,0
2804,201758014,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n4777.jpg,How large is the table that the cup sits on top of?,small,round,The table is small.,0,n4777.jpg,0,0,round,0,0
2805,20149844,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65866.jpg,"Which piece of furniture is not modern, the drawer or the cabinet?",drawer,cabinet,The drawer is not modern.,0,n65866.jpg,0,0,cabinet,0,0
2806,20149842,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65866.jpg,Which kind of furniture is modern?,cabinet,black,The furniture is a cabinet.,0,n65866.jpg,0,0,black,0,0
2807,20149840,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n65866.jpg,How is the modern item of furniture called?,cabinet,toilet,The piece of furniture is a cabinet.,0,n65866.jpg,0,0,toilet,0,0
2808,201956970,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n536256.jpg,Which kind of furniture are the DVDs inside of?,tv stand,bookcase,The movies are inside the TV stand.,0,n536256.jpg,0,0,bookcase,0,0
2809,20963645,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n119886.jpg,What do the sink and the pipe have in common?,color,white,"The color, both the sink and the pipe are white.",0,n119886.jpg,0,0,white,0,0
2810,20963646,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n119886.jpg,Are the floor and the mirror the same shape?,no,no,"No, the mirror is round and the floor is square.",1,n119886.jpg,0,1,no,0,1
2811,201957003,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n536256.jpg,What is standing against the white wall behind the lamp?,tv stand,shelves,The TV stand is standing against the wall.,0,n536256.jpg,0,0,two people,0,0
2812,201957005,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n536256.jpg,What kind of furniture is standing against the wall behind the lamp?,tv stand,bookcase,The piece of furniture is a TV stand.,0,n536256.jpg,0,0,bookcase,0,0
2813,201957004,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n536256.jpg,What is standing against the wall?,tv stand,shelves,The TV stand is standing against the wall.,0,n536256.jpg,0,0,shelves,1,0
2814,201957007,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n536256.jpg,Is the TV stand that is made of wood standing against the wall that looks white?,yes,yes,"Yes, the TV stand is standing against the wall.",1,n536256.jpg,0,1,yes,0,1
2815,202119893,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n500308.jpg,What shape is that refrigerator?,rectangular,square,The refrigerator is rectangular.,0,n500308.jpg,0,0,rectangular,0,1
2816,20247502,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n223750.jpg,What clothing item is short sleeved?,dress,shirt,The clothing item is a dress.,0,n223750.jpg,0,0,shirt,0,0
2817,202102581,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n386682.jpg,Do you see any mirrors above the sink?,no,no,"No, there is a faucet above the sink.",1,n386682.jpg,0,1,no,0,1
2818,20954066,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n498712.jpg,Does the office look open?,yes,yes,"Yes, the office is open.",1,n498712.jpg,0,1,yes,0,1
2819,202041871,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/GQA/images/n449058.jpg,Is the material of the window the same as the gun?,no,no,"No, the window is made of glass and the gun is made of metal.",1,n449058.jpg,0,1,no,0,1
