,ques_id,question,image_id,answer_type,question_type,gt_answer,pred,acc,beam_scores,expert_route,id
647,4295985,What common appliance is missing from this kitchen?,429598,other,seven,"['microwave', 'microwave', 'microwave', 'microwave', 'microwave', 'microwave', 'microwave', 'microwave', 'dishwasher', 'dishwasher']",dishwasher,60.0,0.023971153423190117,"[1, 0, 1, 1, 0, 0]",2.0
648,4606525,What is this light used for?,460652,other,one,"['traffic', 'traffic', 'traffic', 'traffic', 'traffic', 'traffic', 'coordinating traffic', 'coordinating traffic', 'controlling traffic', 'controlling traffic']",stop,0.0,0.01818223111331463,"[1, 1, 1, 0, 1, 1]",1.0
649,2117225,What was used to capture this photo?,211722,other,other,"['camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'camera', 'filter', 'filter']",camera,100.0,0.01901945471763611,"[1, 0, 1, 0, 1, 0]",4.0
650,5244595,What kind of beverage is the poster on the left referring to?,524459,other,two,"['guinness', 'guinness', 'guinness', 'guinness', 'beer', 'beer', 'beer', 'beer', 'soda', 'soda']",tea,0.0,0.024053720757365227,"[0, 1, 0, 1, 0, 0]",8.0
651,1400685,What team is number 51 from?,140068,other,four,"['giants', 'giants', 'giants', 'giants', 'no idea', 'no idea', 'indians', 'indians', 'unknown', 'unknown']",giants,100.0,0.0245214756578207,"[0, 1, 0, 1, 0, 0]",11.0
652,3170625,What key allows someone to remove text?,317062,other,other,"['backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'delete', 'delete', 'delete', 'delete']",delete,100.0,0.021737460047006607,"[0, 1, 0, 1, 0, 0]",15.0
653,5577095,If the player misses the ball in the pictured game it is called what?,557709,other,four,"['strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'error', 'error']",strike,100.0,0.017439309507608414,"[0, 1, 1, 0, 1, 0]",19.0
654,419455,In what language is the name of this boat written?,41945,other,one,"['danish', 'danish', 'danish', 'danish', 'japan', 'japan', 'chinese', 'chinese', 'vietnamese', 'vietnamese']",english,0.0,0.03380588814616203,"[1, 1, 0, 1, 0, 0]",31.0
655,5286045,It looks like this baby just got out of what?,528604,other,seven,"['bath', 'bath', 'bath', 'bath', 'bath', 'bath', 'bath', 'bath', 'bath tub', 'bath tub']",bath,100.0,0.019793199375271797,"[0, 0, 0, 0, 0, 0]",6.0
656,901555,What type of place is this train in?,90155,other,one,"['train tracks', 'train tracks', 'train tracks', 'train tracks', 'counryside', 'counryside', 'rural', 'rural', 'countryside', 'countryside']",field,0.0,0.019862864166498184,"[1, 0, 1, 1, 1, 1]",8.0
657,5590625,What common material can you use to clean shine the object being held?,559062,other,four,"['wax', 'wax', 'wax', 'wax', 'wax', 'wax', 'wax', 'wax', 'resin', 'resin']",wax,100.0,0.017431560903787613,"[0, 1, 0, 0, 1, 0]",3.0
658,1994425,The body hugging garment seen here is called a what?,199442,other,four,"['wetsuit', 'wetsuit', 'wetsuit', 'wetsuit', 'wetsuit', 'wetsuit', 'wetsuit', 'wetsuit', 'wet suit', 'wet suit']",wetsuit,100.0,0.02228999324142933,"[1, 0, 0, 0, 1, 1]",16.0
659,3814165,What type of skiing is this man doing?,381416,other,four,"['cross country', 'cross country', 'cross country', 'cross country', 'cross country', 'cross country', 'cross country', 'cross country', 'crosscountry', 'crosscountry']",cross country,100.0,0.0224726814776659,"[1, 0, 0, 0, 1, 1]",19.0
660,1675725,What type of sandwich is being served?,167572,other,five,"['cucumber', 'cucumber', 'cucumber', 'cucumber', 'cucumber', 'cucumber', 'club', 'club', 'rueben', 'rueben']",turkey,0.0,0.029209192842245102,"[0, 1, 0, 1, 0, 0]",2.0
661,287195,What is the meat in this photo made of?,28719,other,five,"['pork', 'pork', 'pork', 'pork', 'leftovers', 'leftovers', 'pig lips', 'pig lips', 'hotdogs', 'hotdogs']",beef,0.0,0.019098902121186256,"[0, 1, 0, 0, 0, 0]",16.0
662,2494045,What would you do if you were in the right lane?,249404,other,one,"['turn', 'turn', 'turn', 'turn', 'turn right', 'turn right', 'turn right', 'turn right', 'go straight', 'go straight']",turn right,100.0,0.019266869872808456,"[1, 1, 0, 1, 0, 0]",1.0
663,3300515,Who manufactured this clock?,330051,other,three,"['dent', 'dent', 'dent', 'dent', 'dent', 'dent', 'den', 'den', 'denmark', 'denmark']",den,60.0,0.023859187960624695,"[1, 1, 0, 1, 0, 0]",22.0
664,2987325,What kind of cleaner would you use to keep the glass spot free?,298732,other,three,"['windex', 'windex', 'windex', 'windex', 'windex', 'windex', 'windex', 'windex', 'glass', 'glass']",windex,100.0,0.01841835305094719,"[1, 0, 1, 1, 0, 0]",13.0
665,1449325,What is the weather like?,144932,other,ten,"['stormy', 'stormy', 'stormy', 'stormy', 'windy', 'windy', 'overcast', 'overcast', 'cloudy', 'cloudy']",cloudy,60.0,0.023602904751896858,"[1, 0, 1, 0, 1, 1]",3.0
666,1144205,Is the bird in the picture a carnivore or herbivore?,114420,other,eight,"['herbivore', 'herbivore', 'herbivore', 'herbivore', 'herbivore', 'herbivore', 'herbivore', 'herbivore', 'herbivore', 'herbivore']",herbivore,100.0,0.01881316863000393,"[0, 0, 1, 1, 1, 0]",0.0
667,5724955,Is this a laptop or desktop?,572495,other,two,"['desktop', 'desktop', 'desktop', 'desktop', 'desktop', 'desktop', 'laptop', 'laptop', 'both', 'both']",desktop,100.0,0.020267121493816376,"[0, 0, 1, 1, 0, 1]",11.0
668,4122475,Is the batter left or right handed?,412247,other,four,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'left handed', 'left handed']",right,100.0,0.018651926890015602,"[0, 0, 0, 0, 1, 1]",5.0
669,3920485,What day of the week is it?,392048,other,five,"['sunday', 'sunday', 'sunday', 'sunday', 'sunday', 'sunday', 'sunday', 'sunday', 'sunday', 'sunday']",sunday,100.0,0.022533424198627472,"[0, 1, 0, 1, 0, 0]",19.0
670,432615,What vegetable is in the casserole dish?,43261,other,five,"['tomato', 'tomato', 'tomato', 'tomato', 'tomato', 'tomato', 'broccoli', 'broccoli', 'lettuce', 'lettuce']",peas,0.0,0.026985056698322296,"[0, 1, 0, 1, 0, 0]",30.0
671,844545,What type of lighting is shown in this picture?,84454,other,three,"['christmas lights', 'christmas lights', 'christmas lights', 'christmas lights', 'christmas lights', 'christmas lights', 'rope light', 'rope light', 'rope', 'rope']",string,0.0,0.018415499478578568,"[0, 0, 1, 0, 1, 1]",16.0
672,3145045,What type of cat is this?,314504,other,eight,"['domestic', 'domestic', 'domestic', 'domestic', 'calico', 'calico', 'orange tabby', 'orange tabby', 'burmese', 'burmese']",tabby,0.0,0.019737625494599342,"[0, 0, 0, 0, 0, 0]",31.0
673,1683755,A famous of these animals does not like mondays?,168375,other,eight,"['garfield', 'garfield', 'garfield', 'garfield', 'garfield', 'garfield', 'garfield', 'garfield', 'cat', 'cat']",cat,60.0,0.018195241689682007,"[0, 0, 0, 1, 0, 0]",16.0
674,889835,What electronic device is being featured in this photo?,88983,other,other,"['remote', 'remote', 'remote', 'remote', 'remote', 'remote', 'sony tv controller', 'sony tv controller', 'television and remote', 'television and remote']",remote,100.0,0.02053823508322239,"[0, 1, 1, 1, 0, 1]",23.0
675,5242165,What gas station is pictured?,524216,other,other,"['shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell']",shell,100.0,0.02738320268690586,"[1, 1, 0, 1, 0, 0]",6.0
676,112915,What could this couple be celebrating?,11291,other,seven,"['anniversary', 'anniversary', 'anniversary', 'anniversary', 'anniversary', 'anniversary', 'engagement', 'engagement', 'wine', 'wine']",anniversary,100.0,0.01910962536931038,"[0, 1, 0, 0, 0, 0]",15.0
677,4812125,What season is it outside?,481212,other,ten,"['autumn', 'autumn', 'autumn', 'autumn', 'spring', 'spring', 'spring', 'spring', 'fall', 'fall']",fall,60.0,0.01899593695998192,"[0, 0, 1, 0, 1, 1]",14.0
678,5218045,What mountain range is this?,521804,other,other,"['alps', 'alps', 'alps', 'alps', 'alps', 'alps', 'appalachians', 'appalachians', 'himilaya', 'himilaya']",alps,100.0,0.020788265392184258,"[1, 0, 1, 0, 1, 1]",22.0
679,4462075,What big box store is known for selling both of these items?,446207,other,two,"['best buy', 'best buy', 'best buy', 'best buy', 'best buy', 'best buy', 'best buy', 'best buy', 'target', 'target']",walmart,0.0,0.02277063950896263,"[0, 1, 0, 1, 0, 0]",8.0
680,2026525,What would a perosn who drives one of these be called?,202652,other,one,"['captain', 'captain', 'captain', 'captain', 'captain', 'captain', 'boat captain', 'boat captain', 'sailor', 'sailor']",captain,100.0,0.019527887925505638,"[1, 0, 1, 0, 1, 1]",20.0
681,3453295,What part of the atmosphere is the object in?,345329,other,ten,"['troposphere', 'troposphere', 'troposphere', 'troposphere', 'clouds', 'clouds', 'stratosphere', 'stratosphere', 'sky', 'sky']",air,0.0,0.022803954780101776,"[1, 0, 1, 0, 1, 0]",13.0
682,1414535,What are the horses doing?,141453,other,other,"['pulling', 'pulling', 'pulling', 'pulling', 'plowing', 'plowing', 'plowing', 'plowing', 'working', 'working']",plowing,100.0,0.017754361033439636,"[1, 0, 1, 0, 1, 1]",2.0
683,5473095,What is the semi hawling?,547309,other,one,"['shed', 'shed', 'shed', 'shed', 'goods', 'goods', 'house', 'house', 'trailer', 'trailer']",trailer,60.0,0.017741167917847633,"[1, 0, 1, 1, 1, 0]",16.0
684,4681615,Why style of beard does the man in the blue shirt have?,468161,other,other,"['goatee', 'goatee', 'goatee', 'goatee', 'goatee', 'goatee', 'no bread', 'no bread', 'gottee', 'gottee']",goatee,100.0,0.020486969500780106,"[0, 0, 0, 0, 1, 0]",4.0
685,4780935,What company owns the airplane?,478093,other,one,"['star alliance', 'star alliance', 'star alliance', 'star alliance', 'star alliance', 'star alliance', 'delta', 'delta', 'american airlines', 'american airlines']",air france,0.0,0.03382648155093193,"[1, 1, 0, 1, 0, 0]",16.0
686,4186235,Who makes the guitar on the wall?,418623,other,three,"['fender', 'fender', 'fender', 'fender', 'gibson', 'gibson', 'gibson', 'gibson', 'owner', 'owner']",fender,100.0,0.019473332911729813,"[0, 0, 1, 1, 0, 1]",5.0
687,3313665,What type of bike is this?,331366,other,one,"['penny farthing', 'penny farthing', 'penny farthing', 'penny farthing', 'big wheel', 'big wheel', 'old', 'old', '2 wheel', '2 wheel']",penny,0.0,0.018047381192445755,"[1, 0, 0, 1, 1, 0]",21.0
688,3973095,Why aren't the animals eating meat?,397309,other,eight,"['they eat grass', 'they eat grass', 'they eat grass', 'they eat grass', 'they are grass fed cattle', 'they are grass fed cattle', 'they are cows', 'they are cows', 'they are herbivores', 'they are herbivores']",they are cows,60.0,0.02039557695388794,"[0, 0, 1, 0, 1, 1]",19.0
689,846436,What is the most valuable part of this animal?,84643,other,eight,"['tusks', 'tusks', 'tusks', 'tusks', 'trunk', 'trunk', 'ivory tusks', 'ivory tusks', 'ivory', 'ivory']",tusk,0.0,,,
690,5662775,What team has won the most world series?,566277,other,four,"['yankees', 'yankees', 'yankees', 'yankees', 'baseball', 'baseball', 'braves', 'braves', 'houston astros', 'houston astros']",yankees,100.0,0.021127700805664062,"[0, 1, 0, 1, 0, 0]",24.0
691,3501325,What type of pants is this person wearing?,350132,other,four,"['shorts', 'shorts', 'shorts', 'shorts', 'shorts', 'shorts', 'basketball shorts', 'basketball shorts', 'capri', 'capri']",shorts,100.0,0.020414302125573158,"[1, 0, 0, 0, 1, 1]",6.0
692,4133775,What is this man doing today?,413377,other,seven,"['getting married', 'getting married', 'getting married', 'getting married', 'getting married', 'getting married', 'getting married', 'getting married', 'getting married', 'getting married']",posing,0.0,0.019068151712417603,"[1, 0, 0, 0, 1, 1]",11.0
693,3979035,What is the woman doing?,397903,other,other,"['taking picture', 'taking picture', 'taking picture', 'taking picture', 'taking picture', 'taking picture', 'photographing', 'photographing', 'taking photo', 'taking photo']",taking picture,100.0,0.019680343568325043,"[0, 0, 0, 0, 1, 1]",1.0
694,4601295,What profession is the man in the picture?,460129,other,eight,"['rancher', 'rancher', 'rancher', 'rancher', 'cowboy', 'cowboy', 'farmer', 'farmer', 'cattleman', 'cattleman']",cowboy,60.0,0.01868283748626709,"[1, 0, 0, 0, 1, 1]",7.0
695,2569735,What is that book about?,256973,other,five,"['topology', 'topology', 'topology', 'topology', 'topology', 'topology', 'cooking', 'cooking', 'life', 'life']",math,0.0,0.031456150114536285,"[0, 1, 0, 1, 0, 0]",2.0
696,3165965,Does this food taste salty sweet sour or bitter?,316596,other,five,"['sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet']",sweet,100.0,0.0241317767649889,"[0, 1, 0, 1, 0, 0]",25.0
697,2954265,Name the model of train shown in this picture?,295426,other,one,"['steam locomotive', 'steam locomotive', 'steam locomotive', 'steam locomotive', 'e2 class steam locomotive', 'e2 class steam locomotive', 'steam engine', 'steam engine', 'steam', 'steam']",steam,60.0,0.021958522498607635,"[1, 1, 0, 1, 0, 0]",6.0
698,4713425,What kind of noodles are those?,471342,other,five,"['ramen', 'ramen', 'ramen', 'ramen', 'rice noodles', 'rice noodles', 'angel hair', 'angel hair', 'rice', 'rice']",rice,60.0,0.02423042058944702,"[0, 1, 0, 1, 0, 0]",26.0
699,4968015,What can i make with this?,496801,other,five,"['smoothie', 'smoothie', 'smoothie', 'smoothie', 'breakfast', 'breakfast', 'smootie', 'smootie', 'smoothies', 'smoothies']",smoothie,100.0,0.03073255904018879,"[0, 1, 0, 1, 0, 0]",5.0
700,540915,Is the person in this picture sad mad or glad?,54091,other,seven,"['glad', 'glad', 'glad', 'glad', 'glad', 'glad', 'mad', 'mad', 'sad', 'sad']",sad,60.0,0.01993216946721077,"[0, 0, 0, 0, 1, 1]",1.0
701,3076585,What type of bear is this?,307658,other,eight,"['grizzly', 'grizzly', 'grizzly', 'grizzly', 'brown', 'brown', 'brown', 'brown', 'grizzly bear', 'grizzly bear']",brown,100.0,0.019757775589823723,"[0, 0, 1, 0, 1, 1]",29.0
702,3324615,What outdoor activity are they prepared for?,332461,other,other,"['camping', 'camping', 'camping', 'camping', 'camping', 'camping', 'camping', 'camping', 'skiing', 'skiing']",skiing,60.0,0.017411790788173676,"[1, 0, 1, 0, 1, 1]",15.0
703,2145195,Who would use these?,214519,other,three,"['men', 'men', 'men', 'men', 'men', 'men', 'man', 'man', 'man', 'man']",man,100.0,0.019309088587760925,"[1, 0, 1, 1, 0, 0]",20.0
704,4704235,What is the model of these motorcycles?,470423,other,one,"['harley davidson', 'harley davidson', 'harley davidson', 'harley davidson', 'cop model', 'cop model', 'bmw', 'bmw', 'honda', 'honda']",harley davidson,100.0,0.01746889017522335,"[1, 1, 1, 1, 0, 0]",20.0
705,3891295,Why might these animals be seen in formation?,389129,other,eight,"['migration', 'migration', 'migration', 'migration', 'migrating', 'migrating', 'when attracted to food', 'when attracted to food', 'v', 'v']",migration,100.0,0.022653065621852875,"[1, 0, 1, 0, 1, 1]",19.0
706,487865,What highways is this?,48786,other,one,"['route 66', 'route 66', 'route 66', 'route 66', 'route 66', 'route 66', 'i40', 'i40', 'interstate', 'interstate']",interstate,60.0,0.01830514334142208,"[1, 1, 1, 0, 1, 0]",26.0
707,5593125,Where are produce like these normally grown?,559312,other,seven,"['tropics', 'tropics', 'tropics', 'tropics', 'tropical areas', 'tropical areas', 'farm', 'farm', 'trees', 'trees']",farm,60.0,0.01728537119925022,"[0, 1, 1, 0, 1, 0]",10.0
708,2495065,What type of furniture are the computers sitting on?,249506,other,two,"['desk', 'desk', 'desk', 'desk', 'desk', 'desk', 'desk', 'desk', 'chairs', 'chairs']",desk,100.0,0.02572583593428135,"[0, 0, 1, 1, 0, 1]",16.0
709,968325,What purpose do the glasses the man is wearing serve?,96832,other,nine,"['see better', 'see better', 'see better', 'see better', 'laptop', 'laptop', 'help with sight', 'help with sight', 'vision correction', 'vision correction']",see,0.0,0.019556084647774696,"[0, 0, 0, 0, 0, 0]",6.0
710,440655,What are the baskets made of?,44065,other,other,"['wicker', 'wicker', 'wicker', 'wicker', 'wood', 'wood', 'bamboo', 'bamboo', 'reeds', 'reeds']",wood,60.0,0.01707475632429123,"[1, 0, 0, 1, 0, 0]",22.0
711,3196475,What kind of bridge is shown inthe background?,319647,other,other,"['suspension', 'suspension', 'suspension', 'suspension', 'suspensioin', 'suspensioin', 'golden gate bridge', 'golden gate bridge', 'bridge', 'bridge']",suspension,100.0,0.019397960975766182,"[1, 0, 1, 0, 1, 1]",29.0
712,449505,What does the square thing let you do?,44950,other,three,"['see yourself', 'see yourself', 'see yourself', 'see yourself', 'reflect', 'reflect', 'reflect', 'reflect', 'see your reflection', 'see your reflection']",read,0.0,0.019285449758172035,"[0, 0, 1, 1, 0, 0]",6.0
713,2450945,What type of bed is this?,245094,other,three,"['canopy', 'canopy', 'canopy', 'canopy', 'canopy bed', 'canopy bed', 'king', 'king', 'mosquito net bed', 'mosquito net bed']",canopy,100.0,0.020553816109895706,"[1, 0, 0, 1, 0, 1]",10.0
714,4989715,What are the vehicles in the picture used for?,498971,other,one,"['sailing', 'sailing', 'sailing', 'sailing', 'sailing', 'sailing', 'travel', 'travel', 'fishing', 'fishing']",fishing,60.0,0.023979248479008675,"[1, 0, 1, 0, 1, 1]",1.0
715,4919655,Name the place where the bus is shown in this picture?,491965,other,one,"['arizona', 'arizona', 'arizona', 'arizona', 'arizona', 'arizona', 'desert', 'desert', 'las vegas', 'las vegas']",arizona,100.0,0.019907107576727867,"[1, 1, 0, 1, 0, 0]",26.0
716,1067935,What kind of bed system is this?,106793,other,other,"['bunk bed', 'bunk bed', 'bunk bed', 'bunk bed', 'bunk bed', 'bunk bed', 'bunk', 'bunk', 'bunkbed', 'bunkbed']",bunk,60.0,0.02023417502641678,"[1, 0, 1, 1, 0, 1]",0.0
717,5690705,What is the scientific name of the animal seen here?,569070,other,eight,"['equus quagga', 'equus quagga', 'equus quagga', 'equus quagga', 'zebras maximas', 'zebras maximas', 'equus', 'equus', 'zebra', 'zebra']",zebra,60.0,0.01747080497443676,"[0, 1, 0, 1, 1, 0]",10.0
718,781075,What do you think the tv program the cat is watching is about?,78107,other,other,"['space', 'space', 'space', 'space', 'space', 'space', 'planets', 'planets', 'mice', 'mice']",space,100.0,0.019923564046621323,"[0, 0, 0, 1, 0, 0]",27.0
719,3732555,Can you guess the place name where these cattle are shown in this picture?,373255,other,eight,"['ranch', 'ranch', 'ranch', 'ranch', 'wyoming', 'wyoming', 'scotland', 'scotland', 'oklahoma', 'oklahoma']",ranch,100.0,0.018640119582414627,"[1, 0, 1, 0, 1, 0]",30.0
720,534105,What is the patch of hair growing along this man's ear called?,53410,other,seven,"['sideburn', 'sideburn', 'sideburn', 'sideburn', 'sideburn', 'sideburn', 'sideburn', 'sideburn', 'hair', 'hair']",earlobe,0.0,0.021521201357245445,"[0, 0, 0, 0, 0, 0]",4.0
721,926045,What language is the writing in?,92604,other,three,"['english', 'english', 'english', 'english', 'english', 'english', 'english', 'english', 'english', 'english']",english,100.0,0.036377180367708206,"[1, 1, 0, 1, 0, 0]",10.0
722,1311525,What animal do these sportsmen often get attacked by?,131152,other,four,"['sharks', 'sharks', 'sharks', 'sharks', 'sharks', 'sharks', 'shark', 'shark', 'shark', 'shark']",shark,100.0,0.02027345634996891,"[1, 0, 1, 0, 1, 1]",14.0
723,698275,What company does this truck work for?,69827,other,one,"['waste management', 'waste management', 'waste management', 'waste management', 'garbate', 'garbate', 'tow company', 'tow company', 'ups', 'ups']",waste management,100.0,0.020815249532461166,"[1, 1, 0, 1, 0, 0]",11.0
724,2099895,What country are these people in?,209989,other,four,"['iceland', 'iceland', 'iceland', 'iceland', 'canada', 'canada', 'norway', 'norway', 'united states', 'united states']",canada,60.0,0.01897376962006092,"[1, 0, 1, 0, 1, 0]",30.0
725,5004205,The long trailing part of this flying object is called a what?,500420,other,three,"['tail', 'tail', 'tail', 'tail', 'tail', 'tail', 'tail', 'tail', 'tail', 'tail']",tail,100.0,0.018679361790418625,"[1, 0, 1, 0, 1, 1]",1.0
726,2399925,What company is this brand for?,239992,other,one,"['american airlines', 'american airlines', 'american airlines', 'american airlines', 'american airlines', 'american airlines', 'american', 'american', 'alied air', 'alied air']",american airlines,100.0,0.031240316107869148,"[1, 1, 0, 1, 0, 0]",21.0
727,3313115,What material is burning?,331311,other,three,"['wax', 'wax', 'wax', 'wax', 'wax', 'wax', 'candle wax', 'candle wax', 'wic', 'wic']",candle,0.0,0.02144750766456127,"[0, 1, 0, 1, 0, 0]",11.0
728,2382635,When was this building made?,238263,other,six,"[""1800's"", ""1800's"", '1842', '1842', '1810', '1810', '1800s', '1800s', '1899', '1899']",1800s,60.0,0.020877759903669357,"[1, 0, 1, 0, 1, 0]",14.0
729,1483195,How many kids can fit inside the bus?,148319,other,one,"['50', '50', '50', '50', '40', '40', '56', '56', '60', '60']",50,100.0,0.0201810784637928,"[1, 0, 1, 0, 1, 1]",13.0
730,784955,What is the piece of decorative fabric called that the cat is sitting on?,78495,other,eight,"['rug', 'rug', 'rug', 'rug', 'oriental rug', 'oriental rug', 'carpet', 'carpet', 'mat', 'mat']",rug,100.0,0.018549662083387375,"[0, 0, 0, 0, 0, 0]",23.0
731,2793435,What is the primary purpose of the vehicles in this image?,279343,other,one,"['flying', 'flying', 'flying', 'flying', 'defense', 'defense', 'sightseeing', 'sightseeing', 'fly', 'fly']",war,0.0,0.021616697311401367,"[1, 1, 0, 1, 0, 0]",8.0
732,1973985,What kind of beer is in the photo?,197398,other,five,"['craft', 'craft', 'craft', 'craft', 'dos equis', 'dos equis', 'ipa', 'ipa', 'pabst', 'pabst']",beer,0.0,0.02715756744146347,"[0, 1, 0, 1, 0, 0]",11.0
733,5785915,What type of fuel do jets use?,578591,other,one,"['jet fuel', 'jet fuel', 'jet fuel', 'jet fuel', 'jetfuel', 'jetfuel', 'diesal', 'diesal', 'gasoline', 'gasoline']",jet fuel,100.0,0.019573405385017395,"[1, 1, 1, 1, 0, 0]",24.0
734,2426445,What ride is in the middle of the photo?,242644,other,other,"['ferris wheel', 'ferris wheel', 'ferris wheel', 'ferris wheel', 'ferris wheel', 'ferris wheel', 'ferris wheel', 'ferris wheel', 'wood', 'wood']",ferris wheel,100.0,0.019435683265328407,"[1, 1, 1, 1, 1, 0]",30.0
735,2042895,What shape is the consistent in this picture?,204289,other,five,"['circle', 'circle', 'circle', 'circle', 'circle', 'circle', 'circle', 'circle', 'circle', 'circle']",circle,100.0,0.023737477138638496,"[0, 1, 0, 1, 0, 0]",0.0
736,3586245,What is the property that allows images to be seen on an object's surface like the ornament's?,358624,other,three,"['reflection', 'reflection', 'reflection', 'reflection', 'reflection', 'reflection', 'reflection', 'reflection', 'reflective', 'reflective']",reflection,100.0,0.02130802720785141,"[0, 1, 0, 1, 0, 0]",11.0
737,457105,What are the white things under the trunk called?,45710,other,eight,"['tusks', 'tusks', 'tusks', 'tusks', 'tusks', 'tusks', 'tusks', 'tusks', 'tusks', 'tusks']",tusk,0.0,0.023391200229525566,"[0, 0, 1, 0, 1, 1]",14.0
738,2010045,Do you think that it is more likely that this is a court or someone's home?,201004,other,six,"['court', 'court', 'court', 'court', 'court', 'court', 'court', 'court', 'court', 'court']",court,100.0,0.02075175940990448,"[1, 0, 1, 0, 1, 1]",2.0
739,2092395,Khol is known for these?,209239,other,seven,"['sink', 'sink', 'sink', 'sink', 'sinks', 'sinks', 'sinks', 'sinks', 'kohl faucets', 'kohl faucets']",soap,0.0,0.01965523324906826,"[1, 0, 1, 1, 0, 0]",7.0
740,2887695,What does this company provide?,288769,other,two,"['spark plugs', 'spark plugs', 'spark plugs', 'spark plugs', 'food', 'food', 'bowling', 'bowling', 'home appliances', 'home appliances']",food,60.0,0.030703922733664513,"[1, 1, 0, 1, 0, 0]",2.0
741,2926395,What kind of aircraft are seen in this picture?,292639,other,one,"['jets', 'jets', 'jets', 'jets', 'jets', 'jets', 'blue angels', 'blue angels', 'fighter jet', 'fighter jet']",jet,0.0,0.019587868824601173,"[1, 0, 1, 0, 1, 0]",2.0
742,4012495,What type of jacket is this person wearing?,401249,other,other,"['suit', 'suit', 'suit', 'suit', 'suit', 'suit', 'blazer', 'blazer', 'blazer', 'blazer']",suit,100.0,0.02074032463133335,"[0, 0, 0, 0, 0, 0]",7.0
743,5113335,Where should you put your valuables when staying here?,511333,other,seven,"['safe', 'safe', 'safe', 'safe', 'safe', 'safe', 'closet', 'closet', 'front desk', 'front desk']",safe,100.0,0.018520968034863472,"[1, 0, 0, 1, 0, 1]",11.0
744,5807575,What is the colorful object used for?,580757,other,three,"['putting out fires', 'putting out fires', 'putting out fires', 'putting out fires', 'water', 'water', 'water', 'water', 'fire', 'fire']",fire hydrant,0.0,0.02004913054406643,"[0, 1, 1, 1, 0, 0]",28.0
745,5780925,What language is the sign in?,578092,other,six,"['french', 'french', 'french', 'french', 'french', 'french', 'russian', 'russian', 'spanish', 'spanish']",english,0.0,0.02899469994008541,"[1, 1, 0, 1, 0, 0]",17.0
746,3986375,Is this his wife or sister?,398637,other,seven,"['sister', 'sister', 'sister', 'sister', 'sister', 'sister', 'wife', 'wife', 'wife', 'wife']",sister,100.0,0.019497696310281754,"[1, 0, 0, 0, 1, 0]",22.0
747,2757445,How fast can one of these travel?,275744,other,one,"['100 mph', '100 mph', '100 mph', '100 mph', '90 mph', '90 mph', '140mph', '140mph', '75 mph', '75 mph']",300 mph,0.0,0.018755489960312843,"[1, 1, 1, 0, 1, 0]",1.0
748,4956815,Who makes that sink faucet?,495681,other,two,"['moen', 'moen', 'moen', 'moen', 'kohler', 'kohler', 'kohler', 'kohler', 'sears', 'sears']",moen,100.0,0.020644547417759895,"[0, 0, 1, 1, 0, 0]",29.0
749,2682295,What is stuffed inside that furniture?,268229,other,three,"['foam', 'foam', 'foam', 'foam', 'foam', 'foam', 'foam rubber', 'foam rubber', 'cotton', 'cotton']",pillow,0.0,0.02072913572192192,"[0, 0, 1, 1, 0, 1]",16.0
750,1792295,What coast is this?,179229,other,one,"['east', 'east', 'east', 'east', 'new england', 'new england', 'new england', 'new england', 'maine', 'maine']",pacific,0.0,0.0189847182482481,"[1, 0, 1, 0, 1, 1]",31.0
751,504825,How high are they?,50482,other,four,"['very high', 'very high', 'very high', 'very high', '6 feet', '6 feet', '2000 feet', '2000 feet', 'very', 'very']",very high,100.0,0.017891835421323776,"[1, 0, 0, 0, 1, 0]",1.0
752,4297545,What is the type of school one must attend to professionally perform the action shown in the photo?,429754,other,eight,"['cosmetology', 'cosmetology', 'cosmetology', 'cosmetology', 'beauty school', 'beauty school', 'cosmotology', 'cosmotology', 'hair', 'hair']",barber school,0.0,0.020981602370738983,"[0, 1, 0, 1, 0, 0]",6.0
753,1927555,What type of building is this?,192755,other,ten,"['skyscraper', 'skyscraper', 'skyscraper', 'skyscraper', 'skyscraper', 'skyscraper', 'skyscraper', 'skyscraper', 'skyscraper', 'skyscraper']",office,0.0,0.022273408249020576,"[1, 0, 1, 0, 1, 0]",19.0
754,3168795,Who invented the yellow and black item?,316879,other,six,"['samuel fox', 'samuel fox', 'samuel fox', 'samuel fox', 'women', 'women', 'someone', 'someone', 'umbrella', 'umbrella']",samuel fox,100.0,0.020805655047297478,"[0, 1, 0, 1, 0, 0]",21.0
755,4838975,What breed of horse is that?,483897,other,eight,"['shire', 'shire', 'shire', 'shire', 'clydesdale', 'clydesdale', 'clydesdale', 'clydesdale', 'horse', 'horse']",clydesdale,100.0,0.019933002069592476,"[1, 0, 0, 0, 1, 0]",15.0
