,ques_id,question,image_id,answer_type,question_type,gt_answer,pred,acc
1265,5470415,What is the black objects on the salad called?,547041,other,five,"['olives', 'olives', 'olives', 'olives', 'olives', 'olives', 'eggplant', 'eggplant', 'olive', 'olive']",olives,100.0
1266,5279605,What is the purpose of the bench?,527960,other,three,"['sitting', 'sitting', 'sitting', 'sitting', 'sitting', 'sitting', 'to sit', 'to sit', 'resting', 'resting']",rest,60.0
1267,449645,What does this animal eat?,44964,other,eight,"['vegetation', 'vegetation', 'vegetation', 'vegetation', 'peanuts', 'peanuts', 'straw', 'straw', 'grass', 'grass']",grass,60.0
1268,4444445,Ralph lauren famously depicts what sport which requires riding the animal depicted in this picture?,444444,other,eight,"['polo', 'polo', 'polo', 'polo', 'polo', 'polo', 'polo', 'polo', 'polo', 'polo']",polo,100.0
1269,3453805,How high can this animal jump?,345380,other,eight,"['3 feet', '3 feet', '3 feet', '3 feet', '6 feet', '6 feet', '1 3 feet', '1 3 feet', '5 feet', '5 feet']",5 feet,60.0
1270,2120585,What is the brand of the hair dryer?,212058,other,two,"['conair', 'conair', 'conair', 'conair', 'conair', 'conair', 'conair', 'conair', 'conair', 'conair']",conair,100.0
1271,3804875,What is the size of bed this child is sitting on?,380487,other,other,"['twin', 'twin', 'twin', 'twin', 'twin', 'twin', 'twin', 'twin', 'twin', 'twin']",twin,100.0
1272,2283095,What kind of dog is that?,228309,other,eight,"['doberman', 'doberman', 'doberman', 'doberman', 'dachsund', 'dachsund', 'beagel', 'beagel', 'lab', 'lab']",doberman,100.0
1273,4131725,What does the white sign with the arrow mean?,413172,other,one,"['no left turn', 'no left turn', 'no left turn', 'no left turn', 'no left turn', 'no left turn', 'no left turns', 'no left turns', 'direction', 'direction']",turn,0.0
1274,3804935,What superhero donut is pictured?,380493,other,five,"['batman', 'batman', 'batman', 'batman', 'batman', 'batman', 'batman', 'batman', 'spiderman', 'spiderman']",batman,100.0
1275,4150765,What are these bricks stuck together with?,415076,other,six,"['mortar', 'mortar', 'mortar', 'mortar', 'mortar', 'mortar', 'cement', 'cement', 'concrete', 'concrete']",mortar,100.0
1276,5715505,What kind of plant is seen in this picture?,571550,other,eight,"['roses', 'roses', 'roses', 'roses', 'roses', 'roses', 'rose', 'rose', 'rose', 'rose']",rose,100.0
1277,2393515,What are the two people celebrating?,239351,other,other,"['engagement', 'engagement', 'engagement', 'engagement', 'engagement', 'engagement', 'anniversary', 'anniversary', 'proposal', 'proposal']",wedding,0.0
1278,4436025,What kind of restaurant might this be?,443602,other,five,"['donut shop', 'donut shop', 'donut shop', 'donut shop', 'food truck', 'food truck', 'street', 'street', 'bakery', 'bakery']",diner,0.0
1279,804555,Who built this snowman?,80455,other,five,"['child', 'child', 'child', 'child', 'kids', 'kids', 'family', 'family', 'human', 'human']",child,100.0
1280,2047495,How much closer *are* objects in the side mirrors?,204749,other,one,"['than they appear', 'than they appear', 'than they appear', 'than they appear', '5 feet', '5 feet', 'lot closer', 'lot closer', 'foot', 'foot']",10 feet,0.0
1281,4553255,Are you going to worship or eat dinner in this building?,455325,other,other,"['worship', 'worship', 'worship', 'worship', 'worship', 'worship', 'worship', 'worship', 'worship', 'worship']",worship,100.0
1282,4885735,What continent has this style of arch?,488573,other,one,"['asia', 'asia', 'asia', 'asia', 'asia', 'asia', 'asia', 'asia', 'japan', 'japan']",asia,100.0
1283,577035,Name the bread of these dogs shown in this picture?,57703,other,eight,"['poodle', 'poodle', 'poodle', 'poodle', 'cocker spaniels', 'cocker spaniels', 'black', 'black', 'hound', 'hound']",poodle,100.0
1284,4033335,What kind of food is this?,403333,other,five,"['dessert', 'dessert', 'dessert', 'dessert', 'cake and ice cream', 'cake and ice cream', 'ice cream and brownie', 'ice cream and brownie', 'brownies', 'brownies']",cake,0.0
1285,1575815,What fruit is used to make the beverage pictured?,157581,other,five,"['grapes', 'grapes', 'grapes', 'grapes', 'grapes', 'grapes', 'grapes', 'grapes', 'grapes', 'grapes']",grape,100.0
1286,3763725,What is this woman about to do?,376372,other,other,"['blow out candles', 'blow out candles', 'blow out candles', 'blow out candles', 'yell', 'yell', 'make wish', 'make wish', 'eat', 'eat']",give cake,0.0
1287,5329015,Which type of cotton is used for making the pillow shown in this photo?,532901,other,two,"['egyptian', 'egyptian', 'egyptian', 'egyptian', 'cotton', 'cotton', 'velvet', 'velvet', 'combed', 'combed']",polyester,0.0
1288,2655965,How long does it take to cook?,265596,other,five,"['45 minutes', '45 minutes', '45 minutes', '45 minutes', '20 minutes', '20 minutes', '25 minutes', '25 minutes', 'minutes', 'minutes']",20 minutes,60.0
1289,3309325,How many players form a team in this sport?,330932,other,four,"['11', '11', '11', '11', 'eleven', 'eleven', '12', '12', '11 players', '11 players']",5,0.0
1290,2832685,What is a red condiment commonly placed in the food in the image?,283268,other,five,"['ketchup', 'ketchup', 'ketchup', 'ketchup', 'ketchup', 'ketchup', 'ketchup', 'ketchup', 'ketchup', 'ketchup']",ketchup,100.0
1291,4560535,What sort of infrastructure is required to support this method of transportation?,456053,other,one,"['rails', 'rails', 'rails', 'rails', 'railways', 'railways', 'tracks', 'tracks', 'train tracks', 'train tracks']",track,60.0
1292,3609865,What is a baby cow called?,360986,other,eight,"['calf', 'calf', 'calf', 'calf', 'calf', 'calf', 'calf', 'calf', 'kid', 'kid']",calf,100.0
1293,5512435,What is the flower attacked to the jacket called?,551243,other,seven,"['rose', 'rose', 'rose', 'rose', 'butonniere', 'butonniere', 'boutonniere', 'boutonniere', 'boutonnierre', 'boutonnierre']",rose,100.0
1294,1008955,Where can i buy this bedding?,100895,other,seven,"['target', 'target', 'target', 'target', 'target', 'target', 'walmart', 'walmart', 'walmart', 'walmart']",walmart,100.0
1295,3953795,How are you able to turn on the equipment that is located at the top of the image?,395379,other,five,"['knob', 'knob', 'knob', 'knob', 'push buttons', 'push buttons', 'button', 'button', 'switch', 'switch']",switch,60.0
1296,1636665,What sensory problems can animals of this color have?,163666,other,eight,"['vision', 'vision', 'vision', 'vision', 'vision', 'vision', 'blindness', 'blindness', 'eyesight', 'eyesight']",blind,60.0
1297,1386535,How many calories are typically in this type of food?,138653,other,five,"['131', '131', '131', '131', '131', '131', '1000', '1000', '200', '200']",500,0.0
1298,1328605,Which of the sexes is more likely to carry these items?,132860,other,three,"['women', 'women', 'women', 'women', 'women', 'women', 'females', 'females', 'female', 'female']",female,100.0
1299,3420135,What is he holding on?,342013,other,four,"['kite', 'kite', 'kite', 'kite', 'parasail rope', 'parasail rope', 'some type of harness', 'some type of harness', 'rope', 'rope']",rope,60.0
1300,4007285,What famous athletes ride the vehicle seen here professionally?,400728,other,one,"['lance armstrong', 'lance armstrong', 'lance armstrong', 'lance armstrong', 'cycalists', 'cycalists', 'cyclists', 'cyclists', 'bmxers', 'bmxers']",lance armstrong,100.0
1301,5036685,What is the design of this blanket called?,503668,other,eight,"['plaid', 'plaid', 'plaid', 'plaid', 'plaid', 'plaid', 'square', 'square', 'checkered', 'checkered']",plaid,100.0
1302,152595,What type of flowers are pictured?,15259,other,eight,"['wisteria', 'wisteria', 'hyacinth', 'hyacinth', 'lilac', 'lilac', 'lilacs', 'lilacs', 'purple', 'purple']",lilacs,0.0
1303,3581495,What sport is this?,358149,other,four,"['kite flying', 'kite flying', 'kite flying', 'kite flying', 'kite flying', 'kite flying', 'tug of war', 'tug of war', 'kiting', 'kiting']",kite flying,0.0
1304,3858425,What kind of flower is this?,385842,other,eight,"['daffodil', 'daffodil', 'daffodil', 'daffodil', 'daisy', 'daisy', 'carnation', 'carnation', 'sunflower', 'sunflower']",daisy,60.0
1305,3221745,What kind of flowers are these?,322174,other,eight,"['roses', 'roses', 'roses', 'roses', 'carnations', 'carnations', 'wedding', 'wedding', 'tulips', 'tulips']",roses,0.0
1306,3559055,What is this dog running after?,355905,other,eight,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'master', 'master']",ball,100.0
1307,3250555,In which country do you typically find these animals from?,325055,other,eight,"['new zealand', 'new zealand', 'new zealand', 'new zealand', 'ireland', 'ireland', 'ireland', 'ireland', 'america', 'america']",australia,0.0
1308,1708935,What style of tiles are those on the wall?,170893,other,eight,"['subway', 'subway', 'subway', 'subway', 'ceramic', 'ceramic', 'white', 'white', 'layered', 'layered']",subway,100.0
1309,4603465,What star is in this picture?,460346,other,ten,"['sun', 'sun', 'sun', 'sun', 'sun', 'sun', 'sun', 'sun', 'hawke', 'hawke']",sun,100.0
1310,1105975,What types of dancing might incorporate leaps such as the one this man is performing?,110597,other,four,"['ballet', 'ballet', 'ballet', 'ballet', 'ballet', 'ballet', 'ballet', 'ballet', 'ballet', 'ballet']",gymnast,0.0
1311,1572615,What is this train hauling?,157261,other,one,"['cargo', 'cargo', 'cargo', 'cargo', 'cargo', 'cargo', 'coal', 'coal', 'people', 'people']",people,60.0
1312,1938635,How many calories can you burn by playing this type of sport for an hour?,193863,other,four,"['1500', '1500', '1500', '1500', '800', '800', '300', '300', '500', '500']",300,60.0
1313,5783435,Where could you sit?,578343,other,seven,"['chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'in front of computer', 'in front of computer']",chair,100.0
1314,3291385,What are the breeds of the horses shown?,329138,other,eight,"['porter', 'porter', 'thoroughbreds', 'thoroughbreds', 'palomino', 'palomino', 'clydesdale', 'clydesdale', 'thoroughbred', 'thoroughbred']",arabian,0.0
1315,707915,What kinds of kites are those?,70791,other,other,"['open cell', 'open cell', 'windsurfing', 'windsurfing', 'parasails', 'parasails', 'windsurfing kites', 'windsurfing kites', 'parasail', 'parasail']",para,0.0
1316,1414685,This bear is what kind of bear?,141468,other,eight,"['grizzly', 'grizzly', 'grizzly', 'grizzly', 'grizzly', 'grizzly', 'grizzly', 'grizzly', 'brown', 'brown']",brown,60.0
1317,110515,What type of event might the couple be preparing for?,11051,other,six,"['prom', 'prom', 'prom', 'prom', 'prom', 'prom', 'prom', 'prom', 'prom', 'prom']",prom,100.0
1318,1109615,What is needed to drive this vehicle?,110961,other,one,"['gas', 'gas', 'gas', 'gas', 'gasoline', 'gasoline', 'gasoline', 'gasoline', 'human', 'human']",license,0.0
1319,3906275,What does this device generally do?,390627,other,two,"['refrigerate', 'refrigerate', 'refrigerate', 'refrigerate', 'keep food cold', 'keep food cold', 'keep food cold', 'keep food cold', 'chill food', 'chill food']",refrigerate,100.0
1320,2918165,What movie is referenced by the figure to the right of the laptop?,291816,other,two,"['ghostbusters', 'ghostbusters', 'ghostbusters', 'ghostbusters', 'ghostbusters', 'ghostbusters', 'ghostbusters', 'ghostbusters', 'ghost busters', 'ghost busters']",star wars,0.0
1321,5100805,He is pretending to do what?,510080,other,five,"['hold gun to head', 'hold gun to head', 'hold gun to head', 'hold gun to head', 'hold gun', 'hold gun', 'shoot', 'shoot', 'shoot himself', 'shoot himself']",eat banana,0.0
1322,2612925,Can you guess the place name where the snow is seen?,261292,other,four,"['aspen', 'aspen', 'aspen', 'aspen', 'alps', 'alps', 'colorado', 'colorado', 'vail colorado', 'vail colorado']",alaska,0.0
1323,3486545,What type of technological device is this?,348654,other,nine,"['phone', 'phone', 'phone', 'phone', 'smart phone', 'smart phone', 'smartphone', 'smartphone', 'cellphone', 'cellphone']",phone,100.0
1324,2081325,What is the red condiment made of?,208132,other,five,"['tomatos', 'tomatos', 'tomatos', 'tomatos', 'tomatoes', 'tomatoes', 'tomatoes', 'tomatoes', 'tomato', 'tomato']",ketchup,0.0
1325,3993495,Is that a donkey or a pony?,399349,other,eight,"['donkey', 'donkey', 'donkey', 'donkey', 'donkey', 'donkey', 'pony', 'pony', 'pony', 'pony']",donkey,100.0
1326,5371535,Where will you find such in our country?,537153,other,ten,"['coast', 'coast', 'coast', 'coast', 'california', 'california', 'maine', 'maine', 'hawaii', 'hawaii']",beach,0.0
1327,5045805,What species of giraffe are pictured here?,504580,other,eight,"['southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'african', 'african', 'african', 'african']",african,100.0
1328,3231865,What type of bathtub is this?,323186,other,two,"['freestanding', 'freestanding', 'freestanding', 'freestanding', 'porcelain', 'porcelain', 'newage', 'newage', 'stand alone', 'stand alone']",freestanding,100.0
1329,2915095,What is the name of the floor pattern?,291509,other,other,"['checkered', 'checkered', 'checkered', 'checkered', 'checkered', 'checkered', 'checkerboard', 'checkerboard', 'checkerboard', 'checkerboard']",checkered,100.0
1330,2686205,What brand of shirt is this man wearing?,268620,other,seven,"['ralph lauren', 'ralph lauren', 'ralph lauren', 'ralph lauren', 'button down', 'button down', 'its office shirt', 'its office shirt', 'lacoste', 'lacoste']",polo,0.0
1331,5700015,How many people fit in this type of vehicle?,570001,other,one,"['250', '250', '250', '250', '200', '200', '200', '200', '231', '231']",200,100.0
1332,1435765,What does this man have on his head?,143576,other,three,"['bandana', 'bandana', 'bandana', 'bandana', 'bandana', 'bandana', 'bandana', 'bandana', 'bandana', 'bandana']",bandana,100.0
1333,5210985,What language is the text in this picture written in?,521098,other,other,"['english', 'english', 'english', 'english', 'english', 'english', 'english', 'english', 'english', 'english']",english,100.0
1334,5427775,How is this side dish made?,542777,other,five,"['fried', 'fried', 'fried', 'fried', 'fried', 'fried', 'fried', 'fried', 'oven', 'oven']",fried,100.0
1335,858145,What is the pattern of that wallpaper called?,85814,other,seven,"['floral', 'floral', 'floral', 'floral', 'paisley', 'paisley', 'flowers', 'flowers', 'windowpanes', 'windowpanes']",floral,100.0
1336,4341295,What leaf is in this logo?,434129,other,two,"['maple', 'maple', 'maple', 'maple', 'maple', 'maple', 'maple', 'maple', 'canada', 'canada']",maple,100.0
1337,3649195,What is the name of the bridge the cars are on?,364919,other,one,"['bridge', 'bridge', 'bridge', 'bridge', 'steel', 'steel', 'san franciscan', 'san franciscan', 'suspension', 'suspension']",china bridge,0.0
1338,5426765,What breed of horse is that?,542676,other,eight,"['stallion', 'stallion', 'stallion', 'stallion', 'percheron', 'percheron', 'arabian', 'arabian', 'american saddlebred horse', 'american saddlebred horse']",arabian,60.0
1339,2670355,What type of bread was used for this sandwich?,267035,other,five,"['bagel', 'bagel', 'bagel', 'bagel', 'bagel', 'bagel', 'multigrain', 'multigrain', 'turkey', 'turkey']",bagel,100.0
1340,3270385,What are the ingredients used to prepare the dish the man is having in his hand?,327038,other,five,"['tomatoe', 'tomatoe', 'beef ketchup', 'beef ketchup', 'tortilla meat sauce', 'tortilla meat sauce', 'meat and cheese', 'meat and cheese', 'tomatoes', 'tomatoes']",meat,0.0
1341,266115,How are the carrots cook?,26611,other,five,"['boiled', 'boiled', 'boiled', 'boiled', 'boil', 'boil', 'on stove', 'on stove', 'steamed', 'steamed']",boiling,0.0
1342,1847785,Animals like to urinate on these?,184778,other,ten,"['fire hydrant', 'fire hydrant', 'fire hydrant', 'fire hydrant', 'fire hydrant', 'fire hydrant', 'fire hidrant', 'fire hidrant', 'dogs', 'dogs']",no,0.0
1343,3786145,What type od bread is this meal made from?,378614,other,five,"['tortilla', 'tortilla', 'tortilla', 'tortilla', 'pita', 'pita', 'peta', 'peta', 'pizza', 'pizza']",pita,60.0
1344,2774985,What mammalian genus do the animals in this picture belong to?,277498,other,eight,"['equine', 'equine', 'equine', 'equine', 'horse and zebra', 'horse and zebra', 'equus', 'equus', 'zebra', 'zebra']",equus,60.0
1345,3770975,In what american city was this company founded?,377097,other,five,"['chicago', 'chicago', 'chicago', 'chicago', 'seattle', 'seattle', 'cleveland', 'cleveland', 'new york', 'new york']",boston,0.0
1346,209125,What are the bags made of?,20912,other,three,"['cloth', 'cloth', 'cloth', 'cloth', 'cloth', 'cloth', 'plastic', 'plastic', 'fabric', 'fabric']",leather,0.0
1347,3680415,What hair style does the child have?,368041,other,seven,"['short', 'short', 'short', 'short', 'short', 'short', 'bob', 'bob', 'bob cut', 'bob cut']",short,100.0
1348,3831635,What is this used for?,383163,other,one,"['hauling', 'hauling', 'hauling', 'hauling', 'transportation', 'transportation', 'transporting', 'transporting', 'trucking', 'trucking']",transport,60.0
1349,209725,What type of bear is this?,20972,other,eight,"['polar', 'polar', 'polar', 'polar', 'polar', 'polar', 'polar', 'polar', 'polar bear', 'polar bear']",polar,100.0
1350,1043455,Is it a moon or a star?,104345,other,ten,"['star', 'star', 'star', 'star', 'star', 'star', 'star', 'star', 'moon', 'moon']",star,100.0
1351,3731705,What is this room used for?,373170,other,two,"['teaching', 'teaching', 'teaching', 'teaching', 'classes', 'classes', 'education', 'education', 'school', 'school']",class,60.0
1352,3635275,What are they advertising on the bus?,363527,other,one,"['guitar hero iii', 'guitar hero iii', 'guitar hero iii', 'guitar hero iii', 'movie', 'movie', 'guitar hero', 'guitar hero', 'video game', 'video game']",movie,60.0
1353,4071625,What type of cheese is usually on top?,407162,other,five,"['mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'monterrey jack', 'monterrey jack']",mozzarella,100.0
1354,4067445,Where would you find these animals?,406744,other,ten,"['pond', 'pond', 'pond', 'pond', 'lake', 'lake', 'lake', 'lake', 'grasslands', 'grasslands']",field,0.0
1355,2332665,Should beginners surf on hide tides or low tides?,233266,other,four,"['low', 'low', 'low', 'low', 'low', 'low', 'low tides', 'low tides', 'low tides', 'low tides']",low,100.0
1356,5205,Name the type of birds shown in this picture?,520,other,ten,"['seagulls', 'seagulls', 'seagulls', 'seagulls', 'seagulls', 'seagulls', 'seagulls', 'seagulls', 'seagull', 'seagull']",seagull,100.0
1357,3849495,Which bridge is this?,384949,other,ten,"['london bridge', 'london bridge', 'london bridge', 'london bridge', 'london', 'london', 'washington', 'washington', 'suspension', 'suspension']",golden gate,0.0
1358,2349285,What language is represented on the side of the train in this picture?,234928,other,one,"['german', 'german', 'german', 'german', 'chinese', 'chinese', 'english', 'english', 'french', 'french']",german,100.0
1359,3491855,What does this truck appear to be doing out in the open field?,349185,other,one,"['dumping dirt', 'dumping dirt', 'dumping dirt', 'dumping dirt', 'dumping dirt', 'dumping dirt', 'dumping dirt', 'dumping dirt', 'dumping', 'dumping']",dump,60.0
1360,5728995,What god is supposedly the same animal as these towels?,572899,other,eight,"['ganesha', 'ganesha', 'ganesha', 'ganesha', 'vishna', 'vishna', 'zeus', 'zeus', 'dhali llama', 'dhali llama']",elephant,0.0
1361,990265,What was the name of the first cloned version of the animal in this picture?,99026,other,eight,"['dolly', 'dolly', 'dolly', 'dolly', 'dolly', 'dolly', 'dolly', 'dolly', 'dolly', 'dolly']",dolly,100.0
1362,615075,What day of the week is busiest for a place like the one pictured?,61507,other,seven,"['sunday', 'sunday', 'sunday', 'sunday', 'sunday', 'sunday', 'saturday', 'saturday', 'saturday', 'saturday']",sunday,100.0
1363,3827295,Who is a famous female athlete of this sport?,382729,other,four,"['serena williams', 'serena williams', 'serena williams', 'serena williams', 'serena williams', 'serena williams', 'serena williams', 'serena williams', 'tennis', 'tennis']",serena williams,100.0
1364,2739095,What are the shoes called on these players?,273909,other,four,"['cleats', 'cleats', 'cleats', 'cleats', 'cleats', 'cleats', 'cletes', 'cletes', 'kleets', 'kleets']",cleat,100.0
1365,2367145,What type of bench is this?,236714,other,three,"['park bench', 'park bench', 'park bench', 'park bench', 'iron', 'iron', 'park', 'park', 'metal park bench', 'metal park bench']",metal,0.0
1366,1531045,What is the current record for eating this type of food?,153104,other,five,"['69', '69', '69', '69', '74 hotdogs', '74 hotdogs', '2 in minute', '2 in minute', '30', '30']",25,0.0
1367,4727325,What are the people who guard these animals called?,472732,other,eight,"['cowboys', 'cowboys', 'shepherd', 'shepherd', 'shepherds', 'shepherds', 'farmers', 'farmers', 'herders', 'herders']",cowboy,60.0
1368,101385,How did the man extinguish one of the candles?,10138,other,other,"['blowing', 'blowing', 'blowing', 'blowing', 'blow', 'blow', 'blowing on it', 'blowing on it', 'blew it out', 'blew it out']",blew,0.0
1369,1348635,What type of light is displayed by the sign?,134863,other,other,"['sunset', 'sunset', 'sunset', 'sunset', 'green', 'green', 'green', 'green', 'traffic light', 'traffic light']",green,100.0
1370,4124715,Where are these going?,412471,other,two,"['vacation', 'vacation', 'vacation', 'vacation', 'traveling', 'traveling', 'cargo', 'cargo', 'in car', 'in car']",airport,0.0
1371,1743635,What is the breeding month of this bird?,174363,other,eight,"['march', 'march', 'march', 'march', 'march', 'march', 'june', 'june', 'may', 'may']",may,60.0
1372,5539125,What kind of corner store is across the street?,553912,other,one,"['bodega', 'bodega', 'bodega', 'bodega', 'bodega', 'bodega', 'c store', 'c store', 'shoe', 'shoe']",starbucks,0.0
1373,5566335,Which type of glass is used for making the bathroom doors shown in this photo?,556633,other,seven,"['tempered', 'tempered', 'tempered', 'tempered', 'tempered', 'tempered', 'frosted', 'frosted', 'frosted', 'frosted']",tempered,100.0
1374,4276155,What is the name of the stuffed animal in this picture?,427615,other,three,"['care bear', 'care bear', 'care bear', 'care bear', 'snuggles', 'snuggles', 'bear', 'bear', 'carebear', 'carebear']",bear,60.0
1375,701925,What do you do in this room?,70192,other,seven,"['sleep', 'sleep', 'sleep', 'sleep', 'sleep', 'sleep', 'sleep', 'sleep', 'live', 'live']",sleep,100.0
1376,1442525,The man in the photo is using what to hit the ball?,144252,other,four,"['bat', 'bat', 'bat', 'bat', 'bat', 'bat', 'baseball bat', 'baseball bat', 'baseball bat', 'baseball bat']",bat,100.0
1377,3795805,What is the style of brick on the wall?,379580,other,seven,"['stone', 'stone', 'stone', 'stone', 'stucco', 'stucco', 'english bond', 'english bond', 'sand', 'sand']",old,0.0
1378,5164085,What can i do to change the screen?,516408,other,two,"['use remote', 'use remote', 'use remote', 'use remote', 'use remote', 'use remote', 'remote control', 'remote control', 'change channel', 'change channel']",press button,0.0
1379,2879595,What is this sandwich called on the east coast of the us?,287959,other,five,"['sub', 'sub', 'sub', 'sub', 'sub', 'sub', 'hoagie', 'hoagie', 'deli', 'deli']",hoagie,60.0
1380,4300025,What other types of portable objects are made from the material of the tray under the food?,430002,other,five,"['packing material', 'packing material', 'egg cartons', 'egg cartons', 'bowls', 'bowls', 'cups', 'cups', 'bowl', 'bowl']",laptop,0.0
1381,4689255,Is the bacon made from turkey or pork?,468925,other,five,"['pork', 'pork', 'pork', 'pork', 'pork', 'pork', 'pork', 'pork', 'turkey', 'turkey']",pork,100.0
1382,5471365,How much thrust can that engine produce?,547136,other,one,"['lot', 'lot', 'lot', 'lot', 'lot', 'lot', '1000 btu', '1000 btu', '350lbs', '350lbs']",1000 horsepower,0.0
1383,4034215,What type of breed is this dog?,403421,other,eight,"['labrador', 'labrador', 'labrador', 'labrador', 'labrador', 'labrador', 'labrador retriever', 'labrador retriever', 'black lab', 'black lab']",lab,0.0
1384,3624825,What kind of oven is this?,362482,other,two,"['convection', 'convection', 'convection', 'convection', 'convection', 'convection', 'toaster', 'toaster', 'convection oven', 'convection oven']",toaster oven,0.0
1385,4466375,What type of breed are the birds in the photo?,446637,other,ten,"['seaguls', 'seaguls', 'seagull', 'seagull', 'budgies', 'budgies', 'ducks', 'ducks', 'duck', 'duck']",pelican,0.0
1386,2248505,What type of carnival ride is this?,224850,other,one,"['firetruck ride', 'firetruck ride', 'firetruck ride', 'firetruck ride', 'fair', 'fair', 'carousel', 'carousel', 'kid ride', 'kid ride']",merry go round,0.0
1387,2403295,What part of water body could this be?,240329,other,one,"['bay', 'bay', 'bay', 'bay', 'ocean', 'ocean', 'ocean', 'ocean', 'lake', 'lake']",lake,60.0
1388,3712565,What kind of bird is this?,371256,other,eight,"['parrot', 'parrot', 'parrot', 'parrot', 'parrot', 'parrot', 'parrot', 'parrot', 'parrot', 'parrot']",parrot,100.0
1389,1298555,What is the profession of the person?,129855,other,four,"['surfer', 'surfer', 'surfer', 'surfer', 'surfer', 'surfer', 'surfer', 'surfer', 'surfer', 'surfer']",surfer,100.0
1390,2887145,Is the material shown in the photo organic or inorganic?,288714,other,five,"['organic', 'organic', 'organic', 'organic', 'organic', 'organic', 'organic', 'organic', 'organic', 'organic']",organic,100.0
1391,1172375,Name the bird family to which it belongs to shown in this picture?,117237,other,eight,"['finch', 'finch', 'finch', 'finch', 'robin', 'robin', 'goldfinch', 'goldfinch', 'canary', 'canary']",finch,100.0
1392,2750205,How do you make this food?,275020,other,five,"['fry', 'fry', 'fry', 'fry', 'deep fry and sprinkle with sugar', 'deep fry and sprinkle with sugar', 'fried', 'fried', 'deep fry', 'deep fry']",fry,100.0
1393,5345165,What does the star symbol on this uniform represent?,534516,other,seven,"['sheriff', 'sheriff', 'sheriff', 'sheriff', 'ranger', 'ranger', 'law', 'law', 'justice', 'justice']",police,0.0
1394,5686755,How long does it take to fry the food item shown?,568675,other,five,"['3 minutes', '3 minutes', '3 minutes', '3 minutes', '5 minutes', '5 minutes', '3 5 minutes', '3 5 minutes', '2 to 3 minutes', '2 to 3 minutes']",5 minutes,60.0
1395,1078005,What is the man checking for from the passengers when they enter?,107800,other,one,"['tickets', 'tickets', 'tickets', 'tickets', 'tickets', 'tickets', 'tickets', 'tickets', 'tickets', 'tickets']",tickets,0.0
1396,4405005,Sparrows need to hide to avoid being eaten by what?,440500,other,eight,"['hawks', 'hawks', 'hawks', 'hawks', 'hawks', 'hawks', 'snake', 'snake', 'cats', 'cats']",hawk,100.0
1397,3913005,Which brand of car is shown in this picture?,391300,other,one,"['station wagon', 'station wagon', 'station wagon', 'station wagon', 'chevy', 'chevy', 'desoto', 'desoto', 'ford', 'ford']",fiat,0.0
1398,2802115,What type of fence is used to enclose here?,280211,other,one,"['chainlink', 'chainlink', 'chainlink', 'chainlink', 'chain link', 'chain link', 'chicken wire fence', 'chicken wire fence', 'wire', 'wire']",chain link,60.0
1399,3119285,How big is the ball used in this sport?,311928,other,four,"['9.25 inches', '9.25 inches', '9.25 inches', '9.25 inches', '5 ounces', '5 ounces', '4inches diameter', '4inches diameter', 'small', 'small']",small,60.0
1400,3265935,What is sticking out of the window?,326593,other,one,"['trunk', 'trunk', 'trunk', 'trunk', 'horse', 'horse', 'elephant trunk', 'elephant trunk', 'elephant', 'elephant']",dog,0.0
1401,4566385,What kind of hairstyle does this woman have that was popular in the 1920s?,456638,other,other,"['bob', 'bob', 'bob', 'bob', 'bob', 'bob', 'bob', 'bob', 'pageboy', 'pageboy']",bob,100.0
1402,140565,What is the name of the equipment these people are using?,14056,other,other,"['surfboards', 'surfboards', 'surfboards', 'surfboards', 'surf boards', 'surf boards', 'surf boredphone', 'surf boredphone', 'wetsuit', 'wetsuit']",surfboard,100.0
1403,1478975,What is it called when someone does what this man is doing?,147897,other,nine,"['photographing', 'photographing', 'photography', 'photography', 'selfie', 'selfie', 'taking picture', 'taking picture', 'photographer', 'photographer']",selfie,60.0
1404,1131855,What does this sign mean?,113185,other,other,"['street', 'street', 'street', 'street', 'street sign', 'street sign', ""it's name of street"", ""it's name of street"", 'subway station', 'subway station']",street,100.0
1405,4115965,What movie is the popular charecter from?,411596,other,seven,"['star wars', 'star wars', 'star wars', 'star wars', 'star wars', 'star wars', 'star wars', 'star wars', 'star wars', 'star wars']",star wars,0.0
1406,242605,What are these animals participating in?,24260,other,eight,"['rodeo', 'rodeo', 'rodeo', 'rodeo', 'show', 'show', 'show', 'show', 'rodeoing', 'rodeoing']",show,100.0
1407,4469835,Is it snowing or raing?,446983,other,other,"['snowing', 'snowing', 'snowing', 'snowing', 'snowing', 'snowing', 'snowing', 'snowing', 'snowing', 'snowing']",snowing,0.0
1408,5539426,Why do they have a light?,553942,other,other,"['photography', 'photography', 'sun', 'sun', 'photograph', 'photograph', 'photographs', 'photographs', 'brightness', 'brightness']",to see,0.0
1409,147735,Why type of restaurant would serve this food?,14773,other,five,"['diner', 'diner', 'diner', 'diner', 'diner', 'diner', 'oldies restraunt', 'oldies restraunt', 'coffee shop', 'coffee shop']",fast food,0.0
