dataset,question,answer,index,image,origin_dataset,class
Open_VQA_images,How many towers are on the building?,['1'],80,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000301817.jpg,vqav2,Counting
Open_VQA_images,Is this motorcycle real?,['no'],112,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000191117.jpg,vqav2,Others
Open_VQA_images,What is the man doing?,['This man is looking at his phone while waiting for the subway.'],144,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000283642.jpg,vqav2,Action
Open_VQA_images,The shadow of what utensil is seen on the main plate?,['fork'],176,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000545289.jpg,vqav2,Reasoning
Open_VQA_images,Is the man in the mountains?,['yes'],208,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000252507.jpg,vqav2,Place
Open_VQA_images,How many people are skiing?,['2'],240,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000469961.jpg,vqav2,Counting
Open_VQA_images,Who is the author of this book?,['peter robinson'],272,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/51j2Jwfc9QL.jpg,ocrvqa,OCR
Open_VQA_images,Is this a residential setting?,['no'],17,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000072582.jpg,vqav2,Reasoning
Open_VQA_images,What electronic device is different from the rest in the 4 images?,['mouse'],49,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000297426.jpg,vqav2,Reasoning
Open_VQA_images,Is this person wearing a tie?,['no'],81,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000082157.jpg,vqav2,Others
Open_VQA_images,Are there zebras in this picture?,['no'],113,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000402619.jpg,vqav2,Others
Open_VQA_images,Is the stadium full?,['no'],145,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000144938.jpg,vqav2,Others
Open_VQA_images,How many metal fences are in front of the minivan?,['4'],177,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000086220.jpg,vqav2,Counting
Open_VQA_images,What room is this?,['bathroom'],209,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000503663.jpg,vqav2,Place
Open_VQA_images,Does this look like a picture taken in the US?,['no'],241,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000199252.jpg,vqav2,Reasoning
Open_VQA_images,This book is mainly about one place in England?,['no'],273,images/ocrvqa/image_1w/51XyfS1isJL.jpg,ocrvqa,OCR
Open_VQA_images,Is the area crowded?,['no'],18,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000505455.jpg,vqav2,Others
Open_VQA_images,Which man has a beard?,['middle or the man wearing a beige shirt or the man wearing a white shirt'],50,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000052966.jpg,vqav2,Spatial
Open_VQA_images,What is the group's mode of transportation?,['bicycles'],82,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000353577.jpg,vqav2,Others
Open_VQA_images,What is underneath the window?,['table'],114,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000142246.jpg,vqav2,Spatial
Open_VQA_images,How many laptops on the desk?,['3'],146,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000516916.jpg,vqav2,Counting
Open_VQA_images,Is the monitor on?,['yes'],178,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000519471.jpg,vqav2,Others
Open_VQA_images,Is she wearing something on her head?,['yes'],210,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000567276.jpg,vqav2,Others
Open_VQA_images,Does the liquid in the glass have a froth at the top?,['yes'],242,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000090802.jpg,vqav2,Others
Open_VQA_images,What is the title of this book?,['free appropriate public education: the law and children with disabilities'],274,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/51St6G07hkL.jpg,ocrvqa,OCR
Open_VQA_images,How many hands are being used to hold the sandwich?,['1'],19,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000336487.jpg,vqav2,Counting
Open_VQA_images,How many giraffes are there?,['3'],51,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000150301.jpg,vqav2,Counting
Open_VQA_images,Is the surface the woman is sitting on hot or cold?,['cold'],83,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000221864.jpg,vqav2,Others
Open_VQA_images,What color are these two trains?,['yellow and white'],115,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000432332.jpg,vqav2,Color
Open_VQA_images,What kinds of fruit are on the plate?,['oranges and bananas'],147,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000022090.jpg,vqav2,Others
Open_VQA_images,How many people are standing?,['4'],179,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000384114.jpg,vqav2,Counting
Open_VQA_images,Do you see a person here?,['yes'],211,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000526028.jpg,vqav2,Others
Open_VQA_images,What does the sign say?,['no parking on side of street'],243,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000088517.jpg,vqav2,OCR
Open_VQA_images,Is this book related to Comics & Graphic Novels?,['no'],275,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/51ZUkP9AdlL.jpg,ocrvqa,OCR
Open_VQA_images,How many people are wearing shorts?,['3'],20,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000477655.jpg,vqav2,Counting
Open_VQA_images,Is the man wearing a blue shirt wearing a hat?,['yes'],52,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000315352.jpg,vqav2,Others
Open_VQA_images,Is he on a motorcycle?,['yes'],84,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000160190.jpg,vqav2,Others
Open_VQA_images,What color are the stripes on the plane?,['yellow'],116,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000173584.jpg,vqav2,Color
Open_VQA_images,Is this motorcycle being ridden safely?,['no'],148,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000436972.jpg,vqav2,Reasoning
Open_VQA_images,How many helmets are shown?,['2'],180,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000470423.jpg,vqav2,Counting
Open_VQA_images,Is the bike green in the picture?,['no'],212,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000108679.jpg,vqav2,Color
Open_VQA_images,Is the woman at the forefront of the photograph wearing a necklace?,['yes'],244,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000143948.jpg,vqav2,Others
Open_VQA_images,What is the title of this book?,"['by their fruits: the story of shakerism in south union, kentucky']",276,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/41TlNWQj8uL.jpg,ocrvqa,OCR
Open_VQA_images,What does the text say?,['joe d photography'],21,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000226662.jpg,vqav2,OCR
Open_VQA_images,What color is the bird?,['red and white and gray'],53,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000008665.jpg,vqav2,Color
Open_VQA_images,What is the full name starting with O and ending in A of the sponsors?,['obra'],85,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000343769.jpg,vqav2,OCR
Open_VQA_images,Is the pizza ready to eat?,['yes'],117,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000029357.jpg,vqav2,Others
Open_VQA_images,How many players on the field?,['5'],149,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000381430.jpg,vqav2,Counting
Open_VQA_images,What are the main colors of the court?,['blue and grey'],181,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000480173.jpg,vqav2,Color
Open_VQA_images,How many zebras?,['4'],213,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000182240.jpg,vqav2,Counting
Open_VQA_images,Is the person stretching to hit the ball?,['no'],245,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000331856.jpg,vqav2,Action
Open_VQA_images,Is this book related to Law?,['yes'],277,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/31YRZVCQMPL.gif,ocrvqa,OCR
Open_VQA_images,What is the man doing?,['skateboarding'],22,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000337843.jpg,vqav2,Action
Open_VQA_images,How many different color controllers are there?,['2'],54,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000248089.jpg,vqav2,Counting
Open_VQA_images,What color is his hair?,['gray or white'],86,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000262895.jpg,vqav2,Color
Open_VQA_images,Does this sandwich contain meat?,['yes'],118,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000541926.jpg,vqav2,Others
Open_VQA_images,What color is the girl's shirt?,['pink'],150,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000053952.jpg,vqav2,Color
Open_VQA_images,Does the man have a ponytail?,['yes'],182,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000314147.jpg,vqav2,Others
Open_VQA_images,Is the light from the lamp reflecting on the floor?,['yes'],214,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000268052.jpg,vqav2,Spatial
Open_VQA_images,Can you cook here?,['no'],246,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000252342.jpg,vqav2,Reasoning
Open_VQA_images,Who is the author of this book?,['linda lowery'],278,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/618FvUWzeaL.jpg,ocrvqa,OCR
Open_VQA_images,What color is the baseball cap?,['white'],23,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000460623.jpg,vqav2,Color
Open_VQA_images,Are these professional players?,['no'],55,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000181278.jpg,vqav2,Reasoning
Open_VQA_images,What name is on the street sign to the left?,['haight'],87,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000539768.jpg,vqav2,OCR
Open_VQA_images,What color is the plate?,['white'],119,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000536403.jpg,vqav2,Color
Open_VQA_images,Is it sunny?,['yes'],151,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000123244.jpg,vqav2,Others
Open_VQA_images,What kind of food is this?,['doughnuts or donuts'],183,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000183014.jpg,vqav2,Others
Open_VQA_images,Are there more than  4 vegetables on the table?,['yes'],215,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000039150.jpg,vqav2,Counting
Open_VQA_images,Where is this picture taken?,['street'],247,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000489924.jpg,vqav2,Place
Open_VQA_images,Is this book related to Children's Books?,['yes'],279,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/51NZNGJ5R7L.jpg,ocrvqa,OCR
Open_VQA_images,What color is the backpack of the person on the right?,['blue'],24,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000157928.jpg,vqav2,Color
Open_VQA_images,How many lights are on the lamp?,['9'],56,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000318330.jpg,vqav2,Counting
Open_VQA_images,What color is the woodwork in this room?,['brown or dark or black'],88,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000173471.jpg,vqav2,Color
Open_VQA_images,Is the guy wearing a wristband?,['yes'],120,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000365194.jpg,vqav2,Others
Open_VQA_images,Cound this be peanut butter?,['yes'],152,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000301762.jpg,vqav2,Others
Open_VQA_images,What is the blue thing?,['bus'],184,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000571584.jpg,vqav2,Others
Open_VQA_images,Are these giraffes looking to the right or the left?,['right'],216,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000064746.jpg,vqav2,Spatial
Open_VQA_images,Does the giraffe have a leaf in it's mouth?,['no'],248,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000475150.jpg,vqav2,Others
Open_VQA_images,Who is the author of this book?,['mira kirshenbaum'],280,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/41bObJgGy6L.jpg,ocrvqa,OCR
Open_VQA_images,Is this a busy street?,['yes'],25,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000254919.jpg,vqav2,Others
Open_VQA_images,Is this the roof?,['no'],57,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000118515.jpg,vqav2,Place
Open_VQA_images,Are the airplane and birds going in the same direction?,['yes'],89,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000467475.jpg,vqav2,Spatial
Open_VQA_images,How many pieces of luggage are on the floor?,['1'],121,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000302789.jpg,vqav2,Counting
Open_VQA_images,Is the person cutting his hair male or female?,['female'],153,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000090011.jpg,vqav2,Others
Open_VQA_images,Is this a restaurant?,['no'],185,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000567562.jpg,vqav2,Place
Open_VQA_images,What are the main colors of the toilet?,['black and white'],217,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000482382.jpg,vqav2,Color
Open_VQA_images,What is the cameraman filming?,['skateboarder'],249,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000396200.jpg,vqav2,Action
Open_VQA_images,Is this book related to Christian Books & Bibles?,['no'],281,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/41SwAYnErrL.jpg,ocrvqa,OCR
Open_VQA_images,What is the person doing?,['surfing'],26,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000534210.jpg,vqav2,Action
Open_VQA_images,Is the woman smiling?,['yes'],58,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000030034.jpg,vqav2,Action
Open_VQA_images,Who are on the motorcycle?,['a man and a women'],90,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000310553.jpg,vqav2,Others
Open_VQA_images,Was the suitcase zipper open or closed as the photo was being taken?,['open'],122,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000343914.jpg,vqav2,Others
Open_VQA_images,Is this guy wearing safety gear?,['yes'],154,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000190841.jpg,vqav2,Others
Open_VQA_images,What letter is on the hat?,['n'],186,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000021470.jpg,vqav2,OCR
Open_VQA_images,How many different methods of transportation are shown?,['1'],218,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000185904.jpg,vqav2,Counting
Open_VQA_images,What color is the seat lid?,['blue'],250,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000552074.jpg,vqav2,Color
Open_VQA_images,Is this a religious book?,['yes'],282,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/51siqSTLLHL.jpg,ocrvqa,OCR
Open_VQA_images,What is in the vase?,['flowers'],27,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000478282.jpg,vqav2,Others
Open_VQA_images,What is flying above the boat?,['bird'],59,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000331455.jpg,vqav2,Spatial
Open_VQA_images,What is the dog doing?,['watching tv or looking at the tv'],91,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000137595.jpg,vqav2,Action
Open_VQA_images,What does the sign say?,['7 46'],123,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000256195.jpg,vqav2,OCR
Open_VQA_images,How many elephants are laying down?,['2'],155,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000184446.jpg,vqav2,Counting
Open_VQA_images,Does the main color of the man's tee shirt appear on the surfboard?,['yes'],187,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000395462.jpg,vqav2,Reasoning
Open_VQA_images,What sport is shown here?,['surfing'],219,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000147132.jpg,vqav2,Action
Open_VQA_images,Is anyone swimming?,['no'],251,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000152000.jpg,vqav2,Others
Open_VQA_images,Is this book related to Cookbooks or food or wine?,['yes'],283,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/41Qb90x5eWL.jpg,ocrvqa,OCR
Open_VQA_images,Does the man have any hair on top of his head?,['yes'],28,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000539717.jpg,vqav2,Others
Open_VQA_images,Are they having a party?,['yes'],60,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000389644.jpg,vqav2,Others
Open_VQA_images,Is the light red?,['no'],92,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000325391.jpg,vqav2,Color
Open_VQA_images,Is the horse good at jumping?,['yes'],124,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000129735.jpg,vqav2,Reasoning
Open_VQA_images,What kind of pants is he wearing?,['jeans'],156,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000521689.jpg,vqav2,Others
Open_VQA_images,Is the sky clear or does it look like a storm is coming?,['storm coming'],188,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000035897.jpg,vqav2,Reasoning
Open_VQA_images,What is the man on the right doing near the flowers?,['cutting cake'],220,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000172513.jpg,vqav2,Action
Open_VQA_images,Is the sun shining?,['yes'],252,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000547886.jpg,vqav2,Others
Open_VQA_images,Which character does this book mainly introduce？,['peyton manning'],284,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/51JTg6UXitL.jpg,ocrvqa,OCR
Open_VQA_images,Are there flowers in the small vase?,['yes'],29,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000272889.jpg,vqav2,Others
Open_VQA_images,What material is the bench made of?,['stone'],61,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000124949.jpg,vqav2,Others
Open_VQA_images,Does this picture have a lot of people in it?,['no'],93,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000434488.jpg,vqav2,Others
Open_VQA_images,Are they riding bikes?,['no'],125,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000058614.jpg,vqav2,Action
Open_VQA_images,Is all the food on the plate vegetables?,['no'],157,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000251531.jpg,vqav2,Others
Open_VQA_images,What should you do at this sign?,['stop'],189,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000013333.jpg,vqav2,OCR
Open_VQA_images,What is the green food on top of the sandwich?,['lettuce'],221,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000136624.jpg,vqav2,Others
Open_VQA_images,Are the seat back cushions on this train solid or patterned?,['patterned'],253,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000578168.jpg,vqav2,Others
Open_VQA_images,Is this book related to Teen & Young Adult?,['yes'],285,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/41CCeXxgCkL.jpg,ocrvqa,OCR
Open_VQA_images,How many bottles of cleaning wipes are in the room?,['1'],30,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000472704.jpg,vqav2,Counting
Open_VQA_images,Is this tennis player touching the ground?,['no'],62,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000155131.jpg,vqav2,Action
Open_VQA_images,Is the sink clean?,['yes'],94,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000197796.jpg,vqav2,Others
Open_VQA_images,Is there a person on the skateboard to the right?,['yes'],126,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000358664.jpg,vqav2,Spatial
Open_VQA_images,How many wear knee socks?,['2'],158,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000203096.jpg,vqav2,Counting
Open_VQA_images,What color is the cabinets?,['white or milky'],190,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000130555.jpg,vqav2,Color
Open_VQA_images,What room is in the picture?,['bathroom'],222,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000388284.jpg,vqav2,Place
Open_VQA_images,What material is the tray made of?,['metal'],254,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000431323.jpg,vqav2,Others
Open_VQA_images,What is the genre of this book?,"[""children's books or Picture book""]",286,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/61NhGWTabhL.jpg,ocrvqa,OCR
Open_VQA_images,Which man has his eyes closed?,['left or the man in green'],31,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000189919.jpg,vqav2,Spatial
Open_VQA_images,What kind of bear are these?,['black bears'],63,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000454956.jpg,vqav2,Others
Open_VQA_images,Which direction is the arrow pointing?,['right'],95,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000081561.jpg,vqav2,Spatial
Open_VQA_images,How many people are wearing green?,['0'],127,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000351590.jpg,vqav2,Counting
Open_VQA_images,What type of pants is the rider wearing?,['riding pants'],159,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000003209.jpg,vqav2,Others
Open_VQA_images,What color are the woman's pants?,['black or dark blue'],191,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000015797.jpg,vqav2,Color
Open_VQA_images,Are these cats or dogs?,['dogs'],223,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000141538.jpg,vqav2,Others
Open_VQA_images,Is this a secluded area?,['no'],255,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000506942.jpg,vqav2,Others
Open_VQA_images,Is this a life story book?,['no'],287,/mnt/pfs-guan-ssai/nlu/wanghanzi/data/OCRVQA/openvqa_part_images/images/515X6xqvG9L.jpg,ocrvqa,OCR
Open_VQA_images,What do you think is the relationship between these zebras?,['mother and baby'],32,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000364166.jpg,vqav2,Reasoning
Open_VQA_images,Is this an oven?,['yes'],64,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000533281.jpg,vqav2,Others
Open_VQA_images,How many people are visibly waiting for the train in the picture?,['0'],96,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000416269.jpg,vqav2,Counting
Open_VQA_images,Is this broccoli?,['yes'],128,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000239005.jpg,vqav2,Others
Open_VQA_images,What type of clothing is he wearing on his legs?,['jeans'],160,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000307943.jpg,vqav2,Others
Open_VQA_images,Does traffic have to stop?,['no'],192,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000573947.jpg,vqav2,Reasoning
Open_VQA_images,What color is the van?,['black and white'],224,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000045594.jpg,vqav2,Color
Open_VQA_images,What number is on the sign?,['1'],256,/mnt/pfs-guan-ssai/nlu/dingyifeng/data/COCO/val2014/COCO_val2014_000000290231.jpg,vqav2,OCR
